연번,설치주소,설치형태,등용량(W),데이터 기준일,위도,경도
2214,구로구 구로동 31-12,한전주,25,2025-11-28,37.5041407,126.8908193
2215,구로구 오류동 31-124,폴형,50,2025-11-28,37.4972554,126.8447676
2216,구로구 오류동 27-83,폴형,25,2025-11-28,37.4977429,126.8436256
2217,구로구 구로5동 31-15,한전주,25,2025-11-28,37.5044636,126.8905522
2218,구로구 오류동 31-7,벽부형,70,2025-11-28,37.4971560,126.8455144
2219,구로구 오류동 31-159,폴형,25,2025-11-28,37.4974331,126.8441788
2220,구로구 오류동 31-298,한전주,25,2025-11-28,37.4978934,126.8458420
2221,구로구 오류동 31-61,벽부형,25,2025-11-28,37.4980541,126.8455873
2222,구로구 오류동 31-304,폴형,25,2025-11-28,37.4976473,126.8454093
2223,구로구 구로5동 31-18,한전주,25,2025-11-28,37.5045916,126.8902081
2224,구로구 오류동 31-189,한전주,50,2025-11-28,37.4973725,126.8450079
2225,구로구 오류동 31-197,벽부형,70,2025-11-28,37.4986146,126.8453422
2226,구로구 구로동 31-2,한전주,70,2025-11-28,37.5047873,126.8902896
2227,구로구 오류동 31-225,한전주,25,2025-11-28,37.4988796,126.8448962
2228,구로구 구로5동 31-23,한전주,70,2025-11-28,37.5040529,126.8906534
2229,구로구 오류동 31-236,한전주,25,2025-11-28,37.4989655,126.8451683
2230,구로구 오류동 31-247,벽부형,25,2025-11-28,37.4985123,126.8454318
2231,구로구 구로5동 31-25,한전주,50,2025-11-28,37.5038862,126.8906374
2232,구로구 구로5동 31-26,한전주,25,2025-11-28,37.5039954,126.8905453
2233,구로구 구로5동 31-26,벽부형,35,2025-11-28,37.5039954,126.8905453
2234,구로구 오류동 31-318,한전주,25,2025-11-28,37.4986453,126.8446769
2235,구로구 오류동 31-297,벽부형,50,2025-11-28,37.4975662,126.8446906
2236,구로구 구로5동 31-31,한전주,70,2025-11-28,37.5045340,126.8900984
2237,구로구 구로5동 31-31,폴형,25,2025-11-28,37.5045340,126.8900984
2238,구로구 오류동 31-300,폴형,50,2025-11-28,37.4986707,126.8449915
2239,구로구 개봉동 70-68,한전주,25,2025-11-28,37.4981091,126.8461351
2240,구로구 오류동 31-4,한전주,25,2025-11-28,37.4977366,126.8458703
2241,구로구 오류동 31-131,한전주,25,2025-11-28,37.4986472,126.8442925
2242,구로구 오류동 31-81,벽부형,25,2025-11-28,37.4983868,126.8444520
2243,구로구 오류동 31-144,벽부형,25,2025-11-28,37.4983575,126.8451494
2244,구로구 오류동 31-180,한전주,25,2025-11-28,37.4979042,126.8446569
2245,구로구 오류동 31-167,벽부형,25,2025-11-28,37.4979679,126.8444535
2246,구로구 오류동 31-271,폴형,25,2025-11-28,37.4980745,126.8446373
2247,구로구 오류동 31-1,한전주,50,2025-11-28,37.4977342,126.8450265
2248,구로구 고척동 310,한전주,70,2025-11-28,37.5012066,126.8530089
2249,구로구 고척동 310-3,한전주,50,2025-11-28,37.5012478,126.8532630
2250,구로구 고척동 315,폴형,25,2025-11-28,37.5008385,126.8530998
2251,구로구 고척동 311-1,한전주,50,2025-11-28,37.5011830,126.8534867
2252,구로구 신도림동 311-1,폴형,25,2025-11-28,37.5105367,126.8853504
2253,구로구 신도림동 311-1,폴형,25,2025-11-28,37.5105367,126.8853504
2254,구로구 신도림동 311-1,폴형,25,2025-11-28,37.5105367,126.8853504
2255,구로구 고척동 311-14,한전주,25,2025-11-28,37.5009803,126.8533815
2256,구로구 고척동 312,한전주,50,2025-11-28,37.5004856,126.8528903
2257,구로구 고척동 315,한전주,50,2025-11-28,37.5008385,126.8530998
2258,구로구 고척동 315,벽부형,70,2025-11-28,37.5008385,126.8530998
2259,구로구 신도림동 312-17,폴형,25,2025-11-28,37.5115556,126.8860410
2260,구로구 신도림동 312-17,폴형,25,2025-11-28,37.5115556,126.8860410
2261,구로구 신도림동 312-17,폴형,25,2025-11-28,37.5115556,126.8860410
2262,구로구 개봉동 312-50,한전주,50,2025-11-28,37.4836236,126.8519144
2263,구로구 개봉동 312-61,,70,2025-11-28,37.4832797,126.8517926
2264,구로구 고척동 313-1,한전주,25,2025-11-28,37.5003832,126.8531049
2265,구로구 고척동 313-11,벽부형,35,2025-11-28,37.5000821,126.8529488
2266,구로구 개봉동 314-10,한전주,50,2025-11-28,37.4820309,126.8524814
2267,구로구 구로동 313-38,폴형,50,2025-11-28,37.4904600,126.8904511
2268,구로구 구로4동 313-73,벽부형,100,2025-11-28,37.4902723,126.8897097
2269,구로구 고척동 313-8,한전주,20,2025-11-28,37.4997105,126.8529331
2270,구로구 구로4동 313-80,벽부형,70,2025-11-28,37.4901391,126.8891400
2271,구로구 구로4동 313-82,한전주,70,2025-11-28,37.4901268,126.8893121
2272,구로구 구로4동 313-93,한전주,70,2025-11-28,37.4899610,126.8898124
2273,구로구 구로4동 314-1,폴형,70,2025-11-28,37.4906084,126.8889462
2274,구로구 구로4동 314-1,폴형,70,2025-11-28,37.4906084,126.8889462
2275,구로구 구로4동 314-1,,50,2025-11-28,37.4906084,126.8889462
2276,구로구 구로4동 314-1,한전주,70,2025-11-28,37.4906084,126.8889462
2277,구로구 구로4동 314-1,폴형,70,2025-11-28,37.4906084,126.8889462
2278,구로구 구로4동 314-3,폴형,70,2025-11-28,37.4903771,126.8897064
2279,구로구 개봉동 314-86,폴형,70,2025-11-28,37.4823222,126.8506909
2280,구로구 오류동 11-14,한전주,50,2025-11-28,37.4965785,126.8414584
2281,구로구 고척동 316-17,폴형,100,2025-11-28,37.5023948,126.8539933
2282,구로구 고척동 316,폴형,100,2025-11-28,37.5032026,126.8544540
2283,구로구 구로2동 317-107,벽부형,70,2025-11-28,37.4929763,126.8882288
2284,구로구 구로2동 317-109,폴형,20,2025-11-28,37.4930265,126.8885840
2285,구로구 구로2동 317-110,폴형,50,2025-11-28,37.4930490,126.8887536
2286,구로구 구로동 317-122,벽부형,50,2025-11-28,37.4915047,126.8893528
2287,구로구 구로2동 317-140,폴형,30,2025-11-28,37.4931654,126.8883542
2288,구로구 구로2동 317-162,한전주,70,2025-11-28,37.4928448,126.8881119
2289,구로구 구로2동 317-170,벽부형,70,2025-11-28,37.4927203,126.8874077
2290,구로구 구로2동 317-171,한전주,35,2025-11-28,37.4923811,126.8890708
2291,구로구 구로2동 317-172,한전주,25,2025-11-28,37.4922307,126.8877134
2292,구로구 구로2동 317-183,폴형,35,2025-11-28,37.4924013,126.8893536
2293,구로구 구로2동 317-187,폴형,25,2025-11-28,37.4915069,126.8883040
2294,구로구 구로동 317-187,폴형,50,2025-11-28,37.4915069,126.8883040
2295,구로구 구로2동 317-200,폴형,35,2025-11-28,37.4921211,126.8892732
2296,구로구 구로2동 317-201,한전주,50,2025-11-28,37.4920361,126.8893555
2297,구로구 구로2동 317-210,한전주,50,2025-11-28,37.4924542,126.8882302
2298,구로구 구로2동 317-215,벽부형,35,2025-11-28,37.4925379,126.8890612
2299,구로구 구로4동 317-22,벽부형,70,2025-11-28,37.4911922,126.8886508
2300,구로구 구로동 317-240,벽부형,25,2025-11-28,37.4914388,126.8890826
2301,구로구 구로2동 317-30,한전주,50,2025-11-28,37.4919988,126.8889328
2302,구로구 구로2동 317-31,한전주,50,2025-11-28,37.4916670,126.8887000
2303,구로구 구로2동 317-31,한전주,25,2025-11-28,37.4916670,126.8887000
2304,구로구 구로동 317-38,벽부형,25,2025-11-28,37.4914204,126.8887638
2305,구로구 구로2동 317-4,한전주,35,2025-11-28,37.4928829,126.8891873
2306,구로구 구로2동 317-40,한전주,30,2025-11-28,37.4912133,126.8873783
2307,구로구 구로2동 317-5,벽부형,35,2025-11-28,37.4930941,126.8892233
2308,구로구 구로4동 317-53,한전주,70,2025-11-28,37.4912472,126.8888820
2309,구로구 구로4동 317-53,한전주,70,2025-11-28,37.4912472,126.8888820
2310,구로구 구로동 317-55,벽부형,35,2025-11-28,37.4926131,126.8892748
2311,구로구 구로2동 317-56,한전주,35,2025-11-28,37.4924818,126.8893159
2312,구로구 구로2동 317-58,한전주,35,2025-11-28,37.4922862,126.8891290
2313,구로구 구로2동 317-59,폴형,25,2025-11-28,37.4922398,126.8890286
2314,구로구 구로2동 317-28,한전주,50,2025-11-28,37.4919988,126.8889328
2315,구로구 구로2동 317-66,폴형,25,2025-11-28,37.4928307,126.8877274
2316,구로구 구로2동 317-91,벽부형,70,2025-11-28,37.4919993,126.8892320
2317,구로구 구로2동 317-93,한전주,50,2025-11-28,37.4918582,126.8889239
2318,구로구 구로동 317-93,폴형,50,2025-11-28,37.4918582,126.8889239
2319,구로구 개봉동 318-10,폴형,25,2025-11-28,37.4925580,126.8510814
2320,구로구 고척동 315,한전주,70,2025-11-28,37.5008385,126.8530998
2321,구로구 개봉동 318-4,폴형,25,2025-11-28,37.4932551,126.8512335
2322,구로구 개봉동 319-12,한전주,50,2025-11-28,37.4922966,126.8516246
2323,구로구 개봉동 319-14,벽부형,50,2025-11-28,37.4925742,126.8515402
2324,구로구 개봉동 319-16,한전주,50,2025-11-28,37.4928453,126.8515770
2325,구로구 개봉동 319-17,폴형,25,2025-11-28,37.4929821,126.8515647
2326,구로구 개봉동 319-21,한전주,50,2025-11-28,37.4935379,126.8514398
2327,구로구 개봉동 319-9,벽부형,50,2025-11-28,37.4923109,126.8518498
2328,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2329,구로구 신도림동 320-10,한전주,50,2025-11-28,37.5129398,126.8831760
2330,구로구 개봉동 320-15,한전주,50,2025-11-28,37.4928933,126.8520312
2331,구로구 개봉동 320-18,한전주,50,2025-11-28,37.4933168,126.8519900
2332,구로구 개봉동 320-18,한전주,50,2025-11-28,37.4933168,126.8519900
2333,구로구 개봉동 320-19,한전주,50,2025-11-28,37.4930267,126.8520167
2334,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2335,구로구 개봉동 375-12,폴형,25,2025-11-28,37.4916454,126.8517656
2336,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2337,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2338,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2339,구로구 개봉동 321-16,한전주,50,2025-11-28,37.4931708,126.8525314
2340,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2341,구로구 고척동 322,폴형,25,2025-11-28,37.5019771,126.8657234
2342,구로구 고척동 322,한전주,50,2025-11-28,37.5019771,126.8657234
2343,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2344,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2345,구로구 개봉동 375-12,벽부형,50,2025-11-28,37.4916454,126.8517656
2346,구로구 개봉동 322-2,폴형,50,2025-11-28,37.4920207,126.8527848
2347,구로구 개봉동 322-7,한전주,50,2025-11-28,37.4920129,126.8519462
2348,구로구 개봉동 322-9,한전주,50,2025-11-28,37.4919882,126.8516304
2349,구로구 고척동 323,통신주,50,2025-11-28,37.5076918,126.8476564
2350,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2351,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2352,구로구 개봉동 323-18,한전주,50,2025-11-28,37.4921211,126.8532080
2353,구로구 개봉동 323-26,벽부형,50,2025-11-28,37.4930733,126.8531698
2354,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2355,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2356,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2357,구로구 개봉동 323-37,한전주,50,2025-11-28,37.4915919,126.8532612
2358,구로구 개봉동 375-2,한전주,25,2025-11-28,37.4916519,126.8549926
2359,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2360,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2361,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2362,구로구 개봉동 324-17,한전주,50,2025-11-28,37.4922680,126.8538027
2363,구로구 신도림동 324-4,폴형,70,2025-11-28,37.5137622,126.8833142
2364,구로구 신도림동 324-4,,50,2025-11-28,37.5137622,126.8833142
2365,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2366,구로구 고척1동 325,한전주,50,2025-11-28,37.5053378,126.8627093
2367,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2368,구로구 개봉동 325-5,벽부형,50,2025-11-28,37.4924955,126.8540016
2369,구로구 고척동 326,한전주,50,2025-11-28,37.5015387,126.8638405
2370,구로구 고척동 326,폴형,50,2025-11-28,37.5015387,126.8638405
2371,구로구 고척동 326,폴형,50,2025-11-28,37.5015387,126.8638405
2372,구로구 고척동 326,한전주,50,2025-11-28,37.5015387,126.8638405
2373,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2374,구로구 개봉동 326-13,벽부형,50,2025-11-28,37.4919842,126.8542396
2375,구로구 개봉동 326-19,한전주,50,2025-11-28,37.4929641,126.8541925
2376,구로구 개봉동 326-23,한전주,50,2025-11-28,37.4923623,126.8542583
2377,구로구 개봉동 326-25,벽부형,50,2025-11-28,37.4927571,126.8542171
2378,구로구 개봉동 324-10,벽부형,50,2025-11-28,37.4919589,126.8540043
2379,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2380,구로구 개봉동 326-8,한전주,50,2025-11-28,37.4919822,126.8545231
2381,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2382,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2383,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2384,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2385,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2386,구로구 고척동 327,한전주,50,2025-11-28,37.5009197,126.8651371
2387,구로구 고척동 76-77,한전주,50,2025-11-28,37.4999996,126.8659754
2388,구로구 고척동 327,폴형,50,2025-11-28,37.5009197,126.8651371
2389,구로구 고척동 327,폴형,50,2025-11-28,37.5009197,126.8651371
2390,구로구 고척동 327,폴형,50,2025-11-28,37.5009197,126.8651371
2391,구로구 개봉동 327-1,한전주,50,2025-11-28,37.4928303,126.8551835
2392,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2393,구로구 개봉동 327-15,벽부형,50,2025-11-28,37.4922371,126.8549940
2394,구로구 개봉동 327-34,벽부형,50,2025-11-28,37.4928632,126.8549035
2395,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2396,구로구 구로4동 327-23,한전주,70,2025-11-28,37.4903420,126.8881121
2397,구로구 개봉동 375-1,한전주,30,2025-11-28,37.4935385,126.8534895
2398,구로구 구로동 289-7,한전주,50,2025-11-28,37.4900412,126.8886509
2399,구로구 개봉동 327-4,한전주,50,2025-11-28,37.4927049,126.8546822
2400,구로구 구로4동 327-44,한전주,70,2025-11-28,37.4905506,126.8882136
2401,구로구 구로4동 327-44,한전주,20,2025-11-28,37.4905506,126.8882136
2402,구로구 개봉동 327-10,벽부형,25,2025-11-28,37.4925536,126.8547503
2403,구로구 구로동 327-43,벽부형,25,2025-11-28,37.4906262,126.8881771
2404,구로구 구로4동 327-50,벽부형,40,2025-11-28,37.4907524,126.8882659
2405,구로구 구로4동 327-51,벽부형,70,2025-11-28,37.4907532,126.8883426
2406,구로구 구로4동 327-58,한전주,70,2025-11-28,37.4903493,126.8885179
2407,구로구 개봉동 375-1,한전주,50,2025-11-28,37.4935385,126.8534895
2408,구로구 개봉동 403-53,한전주,50,2025-11-28,37.4913828,126.8556717
2409,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2410,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2411,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2412,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2413,구로구 개봉동 328-23,한전주,50,2025-11-28,37.4904953,126.8554426
2414,구로구 개봉동 329-1,한전주,50,2025-11-28,37.4915489,126.8551366
2415,구로구 개봉동 349-26,벽부형,50,2025-11-28,37.4873782,126.8553181
2416,구로구 구로2동 329-27,한전주,50,2025-11-28,37.4906801,126.8870467
2417,구로구 구로2동 329-27,한전주,50,2025-11-28,37.4906801,126.8870467
2418,구로구 개봉동 329-39,벽부형,50,2025-11-28,37.4903453,126.8552655
2419,구로구 구로2동 329-40,한전주,50,2025-11-28,37.4922880,126.8859179
2420,구로구 구로2동 329-42,한전주,50,2025-11-28,37.4919829,126.8861598
2421,구로구 구로2동 329-45,한전주,50,2025-11-28,37.4915446,126.8862623
2422,구로구 구로2동 329-47,한전주,50,2025-11-28,37.4913765,126.8863020
2423,구로구 구로2동 329-51,,50,2025-11-28,37.4922448,126.8857510
2424,구로구 구로2동 329-100,한전주,25,2025-11-28,37.4917584,126.8858512
2425,구로구 구로2동 329-77,벽부형,50,2025-11-28,37.4917194,126.8855887
2426,구로구 구로2동 329-81,한전주,25,2025-11-28,37.4909481,126.8863890
2427,구로구 구로2동 329-82,한전주,50,2025-11-28,37.4912914,126.8863221
2428,구로구 구로2동 429-71,한전주,50,2025-11-28,37.4927805,126.8862651
2429,구로구 개봉동 375-3,벽부형,50,2025-11-28,37.4900103,126.8553941
2430,구로구 구로2동 329-92,벽부형,25,2025-11-28,37.4920728,126.8857583
2431,구로구 구로2동 317-93,한전주,25,2025-11-28,37.4918582,126.8889239
2432,구로구 구로2동 329-96,벽부형,70,2025-11-28,37.4912687,126.8861647
2433,구로구 구로5동 33,한전주,25,2025-11-28,37.5041151,126.8897418
2434,구로구 구로5동 33,한전주,70,2025-11-28,37.5041151,126.8897418
2435,구로구 구로5동 33-1,한전주,70,2025-11-28,37.5036792,126.8900980
2436,구로구 구로5동 33-10,한전주,50,2025-11-28,37.5037437,126.8903623
2437,구로구 개봉동 33-110,한전주,35,2025-11-28,37.5026488,126.8443518
2438,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2439,구로구 개봉동 33-110,한전주,50,2025-11-28,37.5026488,126.8443518
2440,구로구 개봉동 33-110,한전주,50,2025-11-28,37.5026488,126.8443518
2441,구로구 개봉동 33-19,폴형,35,2025-11-28,37.5028020,126.8451396
2442,구로구 개봉동 441-38,폴형,70,2025-11-28,37.5019253,126.8451099
2443,구로구 개봉동 97-5,한전주,100,2025-11-28,37.5026412,126.8457505
2444,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2445,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2446,구로구 개봉동 34-1,한전주,50,2025-11-28,37.5021645,126.8451563
2447,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2448,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2449,구로구 개봉동 33-123,한전주,70,2025-11-28,37.5025498,126.8454682
2450,구로구 개봉동 33-176,한전주,70,2025-11-28,37.5023011,126.8444784
2451,구로구 개봉동 33-19,한전주,70,2025-11-28,37.5028020,126.8451396
2452,구로구 구로5동 33-2,한전주,30,2025-11-28,37.5044988,126.8897391
2453,구로구 개봉동 5-15,한전주,70,2025-11-28,37.5036367,126.8451687
2454,구로구 개봉동 33-110,한전주,35,2025-11-28,37.5026488,126.8443518
2455,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2456,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2457,구로구 개봉동 33-110,한전주,50,2025-11-28,37.5026488,126.8443518
2458,구로구 개봉동 33-39,한전주,70,2025-11-28,37.5024842,126.8447266
2459,구로구 개봉동 34-1,한전주,30,2025-11-28,37.5021645,126.8451563
2460,구로구 개봉동 33-110,폴형,50,2025-11-28,37.5026488,126.8443518
2461,구로구 개봉동 33-110,한전주,25,2025-11-28,37.5026488,126.8443518
2462,구로구 개봉동 8-21,한전주,50,2025-11-28,37.5037297,126.8443973
2463,구로구 개봉동 441-25,한전주,100,2025-11-28,37.5032847,126.8438251
2464,구로구 개봉동 33-110,한전주,50,2025-11-28,37.5026488,126.8443518
2465,구로구 구로5동 33-6,한전주,25,2025-11-28,37.5039604,126.8901800
2466,구로구 개봉동 33-110,한전주,30,2025-11-28,37.5026488,126.8443518
2467,구로구 개봉동 33-68,한전주,50,2025-11-28,37.5030222,126.8437804
2468,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2469,구로구 개봉동 33-110,한전주,50,2025-11-28,37.5026488,126.8443518
2470,구로구 개봉동 33-110,한전주,70,2025-11-28,37.5026488,126.8443518
2471,구로구 개봉동 33-110,한전주,25,2025-11-28,37.5026488,126.8443518
2472,구로구 오류동 334,한전주,25,2025-11-28,37.4966550,126.8470668
2473,구로구 개봉동 33-90,한전주,50,2025-11-28,37.5023914,126.8437558
2474,구로구 개봉동 33-93,벽부형,25,2025-11-28,37.5019215,126.8439882
2475,구로구 개봉동 38-16,한전주,35,2025-11-28,37.5021497,126.8434212
2476,구로구 고척동 333,폴형,70,2025-11-28,37.5061237,126.8594678
2477,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2478,구로구 개봉동 330-1,한전주,50,2025-11-28,37.4915117,126.8546191
2479,구로구 개봉동 375-3,폴형,25,2025-11-28,37.4900103,126.8553941
2480,구로구 개봉동 375-3,폴형,25,2025-11-28,37.4900103,126.8553941
2481,구로구 개봉동 330-25,폴형,50,2025-11-28,37.4900075,126.8544352
2482,구로구 개봉동 330-15,폴형,50,2025-11-28,37.4902751,126.8545103
2483,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2484,구로구 개봉동 330-34,벽부형,50,2025-11-28,37.4904229,126.8543972
2485,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2486,구로구 개봉동 331-1,한전주,50,2025-11-28,37.4914695,126.8540547
2487,구로구 개봉동 375-2,한전주,25,2025-11-28,37.4916519,126.8549926
2488,구로구 개봉동 331-2,한전주,50,2025-11-28,37.4913337,126.8540667
2489,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2490,구로구 개봉동 331-1,한전주,50,2025-11-28,37.4914695,126.8540547
2491,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2492,구로구 개봉동 331-6,벽부형,50,2025-11-28,37.4908819,126.8541120
2493,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2494,구로구 개봉동 332-1,한전주,50,2025-11-28,37.4912840,126.8535273
2495,구로구 개봉동 332-1,한전주,50,2025-11-28,37.4912840,126.8535273
2496,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2497,구로구 개봉동 332-12,폴형,50,2025-11-28,37.4899280,126.8533772
2498,구로구 개봉동 340-8,한전주,50,2025-11-28,37.4901063,126.8530118
2499,구로구 개봉동 375-13,한전주,50,2025-11-28,37.4900147,126.8532744
2500,구로구 개봉동 375-2,한전주,50,2025-11-28,37.4916519,126.8549926
2501,구로구 개봉동 375-3,한전주,80,2025-11-28,37.4900103,126.8553941
2502,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2503,구로구 개봉동 375-3,한전주,50,2025-11-28,37.4900103,126.8553941
2504,구로구 개봉동 333-10,한전주,50,2025-11-28,37.4913501,126.8516935
2505,구로구 개봉동 333-1,한전주,25,2025-11-28,37.4916168,126.8529926
2506,구로구 개봉동 333-4,한전주,50,2025-11-28,37.4915859,126.8524967
2507,구로구 개봉동 333-8,한전주,50,2025-11-28,37.4915854,126.8517453
2508,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2509,구로구 개봉동 335-13,한전주,50,2025-11-28,37.4901134,126.8504672
2510,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2511,구로구 개봉동 375-21,폴형,25,2025-11-28,37.4904975,126.8506586
2512,구로구 개봉동 375-21,폴형,50,2025-11-28,37.4904975,126.8506586
2513,구로구 개봉동 375-21,한전주,50,2025-11-28,37.4904975,126.8506586
2514,구로구 개봉동 336-18,폴형,25,2025-11-28,37.4909318,126.8507408
2515,구로구 개봉동 335-35,한전주,50,2025-11-28,37.4907800,126.8495663
2516,구로구 개봉동 270-80,한전주,50,2025-11-28,37.4891058,126.8510768
2517,구로구 개봉동 375-13,한전주,50,2025-11-28,37.4900147,126.8532744
2518,구로구 고척동 337,폴형,50,2025-11-28,37.5079803,126.8511524
2519,구로구 개봉동 337-10,한전주,50,2025-11-28,37.4899516,126.8513296
2520,구로구 개봉동 337-13,한전주,50,2025-11-28,37.4904857,126.8513418
2521,구로구 개봉동 337-17,한전주,50,2025-11-28,37.4910806,126.8511570
2522,구로구 개봉동 337-18,한전주,50,2025-11-28,37.4899701,126.8516185
2523,구로구 개봉동 338-20,한전주,50,2025-11-28,37.4911202,126.8517518
2524,구로구 개봉동 375-13,한전주,50,2025-11-28,37.4900147,126.8532744
2525,구로구 개봉동 337-7,한전주,50,2025-11-28,37.4902007,126.8512998
2526,구로구 개봉동 375-13,한전주,25,2025-11-28,37.4900147,126.8532744
2527,구로구 개봉동 337-13,한전주,50,2025-11-28,37.4904857,126.8513418
2528,구로구 개봉동 338-20,한전주,50,2025-11-28,37.4911202,126.8517518
2529,구로구 개봉동 337-25,한전주,25,2025-11-28,37.4900948,126.8515878
2530,구로구 개봉동 375-13,한전주,25,2025-11-28,37.4900147,126.8532744
2531,구로구 개봉동 339-11,한전주,50,2025-11-28,37.4900049,126.8523883
2532,구로구 개봉동 339-14,한전주,50,2025-11-28,37.4903881,126.8523444
2533,구로구 개봉동 339-15,폴형,25,2025-11-28,37.4905164,126.8523300
2534,구로구 개봉동 339-18,한전주,50,2025-11-28,37.4908348,126.8522980
2535,구로구 개봉동 339-19,한전주,50,2025-11-28,37.4910261,126.8522782
2536,구로구 개봉동 339-1,폴형,50,2025-11-28,37.4911636,126.8524838
2537,구로구 개봉동 339-20,한전주,50,2025-11-28,37.4911520,126.8522672
2538,구로구 개봉동 339-20,한전주,50,2025-11-28,37.4911520,126.8522672
2539,구로구 구로2동 339-27,한전주,50,2025-11-28,37.4914328,126.8858678
2540,구로구 구로2동 339-27,한전주,25,2025-11-28,37.4914328,126.8858678
2541,구로구 구로2동 339-53,폴형,25,2025-11-28,37.4910466,126.8857407
2542,구로구 구로2동 339-61,한전주,25,2025-11-28,37.4910941,126.8850218
2543,구로구 구로2동 339-66,한전주,50,2025-11-28,37.4914538,126.8855485
2544,구로구 개봉동 340-8,한전주,50,2025-11-28,37.4901063,126.8530118
2545,구로구 구로2동 339-85,한전주,50,2025-11-28,37.4909221,126.8860333
2546,구로구 구로2동 339-89,벽부형,25,2025-11-28,37.4909887,126.8850257
2547,구로구 구로2동 339-90,,50,2025-11-28,37.4909210,126.8857451
2548,구로구 구로2동 339-94,한전주,25,2025-11-28,37.4911145,126.8851882
2549,구로구 오류동 34-1,벽부형,25,2025-11-28,37.4972363,126.8441017
2550,구로구 오류동 34-14,한전주,50,2025-11-28,37.4969623,126.8445569
2551,구로구 개봉동 340-1,한전주,50,2025-11-28,37.4911953,126.8530004
2552,구로구 개봉동 340-9,한전주,50,2025-11-28,37.4903713,126.8528644
2553,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2554,구로구 개봉동 375-12,한전주,50,2025-11-28,37.4916454,126.8517656
2555,구로구 개봉동 340-12,한전주,25,2025-11-28,37.4907828,126.8527650
