연번,설치주소,설치형태,등용량(W),데이터 기준일,위도,경도
1,구로구 개봉동 1-16,폴형,150,2025-11-28,37.5048187,126.8439741
2,구로구 개봉동 1-16,폴형,50,2025-11-28,37.5048187,126.8439741
3,구로구 온수동 9-7,한전주,50,2025-11-28,37.4935287,126.8246019
4,구로구 개봉동 469,한전주,70,2025-11-28,37.5044905,126.8437047
5,구로구 개봉동 416-273,한전주,70,2025-11-28,37.5041016,126.8430894
6,구로구 천왕동 10-22,한전주,70,2025-11-28,37.4823777,126.8431151
7,구로구 천왕동 259-7,한전주,25,2025-11-28,37.4822568,126.8433182
8,구로구 온수동 10-12,한전주,25,2025-11-28,37.4931281,126.8239451
9,구로구 천왕동 10-18,벽부형,70,2025-11-28,37.4822992,126.8427976
10,구로구 온수동 10-18,폴형,70,2025-11-28,37.4936100,126.8240977
11,구로구 천왕동 10-22,한전주,70,2025-11-28,37.4823777,126.8431151
12,구로구 천왕동 33-4,한전주,70,2025-11-28,37.4819767,126.8430932
13,구로구 온수동 9-44,한전주,50,2025-11-28,37.4945319,126.8244746
14,구로구 온수동 10-25,폴형,50,2025-11-28,37.4934049,126.8239082
15,구로구 온수동 9-44,한전주,50,2025-11-28,37.4945319,126.8244746
16,구로구 천왕동 257-58,한전주,70,2025-11-28,37.4824557,126.8424131
17,구로구 온수동 11-1,한전주,25,2025-11-28,37.4929245,126.8236474
18,구로구 개봉동 3,한전주,70,2025-11-28,37.5043784,126.8445674
19,구로구 온수동 158,한전주,25,2025-11-28,37.4932222,126.8230623
20,구로구 온수동 7-12,한전주,50,2025-11-28,37.4944725,126.8248659
21,구로구 개봉동 8-21,폴형,25,2025-11-28,37.5037297,126.8443973
22,구로구 개봉동 10-2,폴형,70,2025-11-28,37.5038123,126.8439408
23,구로구 개봉동 10-2,폴형,100,2025-11-28,37.5038123,126.8439408
24,구로구 개봉동 11-14,한전주,35,2025-11-28,37.5036946,126.8433242
25,구로구 개봉동 10-55,한전주,70,2025-11-28,37.5037011,126.8437546
26,구로구 천왕동 10-31,한전주,35,2025-11-28,37.4827277,126.8422928
27,구로구 천왕동 10-32,한전주,70,2025-11-28,37.4827706,126.8423232
28,구로구 개봉동 10-48,벽부형,70,2025-11-28,37.5035250,126.8437521
29,구로구 궁동 산10-49,폴형,100,2025-11-28,37.5018202,126.8353831
30,구로구 궁동 산10-49,폴형,100,2025-11-28,37.5018202,126.8353831
31,구로구 궁동 산10-50,한전주,70,2025-11-28,37.5023408,126.8343608
32,구로구 궁동 산10-49,한전주,70,2025-11-28,37.5018202,126.8353831
33,구로구 온수동 10-25,한전주,50,2025-11-28,37.4934049,126.8239082
34,구로구 온수동 100-104,한전주,50,2025-11-28,37.4939384,126.8163321
35,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
36,구로구 온수동 100-126,폴형,50,2025-11-28,37.4925297,126.8178993
37,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
38,구로구 온수동 100-127,폴형,50,2025-11-28,37.4926863,126.8180858
39,구로구 온수동 100-16,한전주,50,2025-11-28,37.4931493,126.8157619
40,구로구 온수동 100-16,한전주,50,2025-11-28,37.4931493,126.8157619
41,구로구 온수동 100-104,한전주,50,2025-11-28,37.4939384,126.8163321
42,구로구 온수동 100-104,한전주,50,2025-11-28,37.4939384,126.8163321
43,구로구 온수동 100-17,한전주,50,2025-11-28,37.4929134,126.8160233
44,구로구 온수동 100-21,한전주,50,2025-11-28,37.4926999,126.8164176
45,구로구 온수동 100-21,한전주,50,2025-11-28,37.4926999,126.8164176
46,구로구 온수동 100-33,한전주,50,2025-11-28,37.4929592,126.8173651
47,구로구 온수동 100-34,한전주,50,2025-11-28,37.4926867,126.8177118
48,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
49,구로구 온수동 100-117,한전주,50,2025-11-28,37.4917891,126.8183576
50,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
51,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
52,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
53,구로구 온수동 118-5,한전주,50,2025-11-28,37.4913835,126.8195040
54,구로구 온수동 100-41,한전주,25,2025-11-28,37.4915243,126.8193629
55,구로구 온수동 100-25,한전주,50,2025-11-28,37.4920486,126.8180046
56,구로구 온수동 100-113,한전주,70,2025-11-28,37.4942211,126.8163070
57,구로구 온수동 100-56,한전주,50,2025-11-28,37.4937524,126.8170405
58,구로구 온수동 100,한전주,50,2025-11-28,37.4937783,126.8166270
59,구로구 온수동 100-6,한전주,50,2025-11-28,37.4942291,126.8160743
60,구로구 온수동 100-62,한전주,50,2025-11-28,37.4935787,126.8165420
61,구로구 온수동 101-1,한전주,50,2025-11-28,37.4934124,126.8172740
62,구로구 온수동 100-64,한전주,50,2025-11-28,37.4932466,126.8170042
63,구로구 온수동 100-92,한전주,50,2025-11-28,37.4939714,126.8151258
64,구로구 온수동 100-88,한전주,50,2025-11-28,37.4937665,126.8162893
65,구로구 온수동 100-88,한전주,50,2025-11-28,37.4937665,126.8162893
66,구로구 온수동 100-92,한전주,50,2025-11-28,37.4939714,126.8151258
67,구로구 온수동 100-92,한전주,50,2025-11-28,37.4939714,126.8151258
68,구로구 온수동 100-104,한전주,50,2025-11-28,37.4939384,126.8163321
69,구로구 구로5동 101,폴형,50,2025-11-28,37.4965752,126.8889614
70,구로구 구로5동 101,폴형,50,2025-11-28,37.4965752,126.8889614
71,구로구 온수동 70,폴형,50,2025-11-28,37.4937361,126.8173589
72,구로구 온수동 70-10,한전주,50,2025-11-28,37.4935645,126.8174641
73,구로구 온수동 122-9,한전주,50,2025-11-28,37.4933993,126.8173737
74,구로구 개봉동 416-2,한전주,50,2025-11-28,37.5045141,126.8457554
75,구로구 개봉동 101,한전주,70,2025-11-28,37.5047732,126.8450576
76,구로구 개봉동 416-2,한전주,70,2025-11-28,37.5045141,126.8457554
77,구로구 가리봉동 102-2,벽부형,25,2025-11-28,37.4824420,126.8887126
78,구로구 개봉동 101,한전주,70,2025-11-28,37.5047732,126.8450576
79,구로구 개봉동 102-6,폴형,70,2025-11-28,37.5042095,126.8460386
80,구로구 개봉동 416-270,한전주,50,2025-11-28,37.5039679,126.8463450
81,구로구 가리봉동 103-1,한전주,25,2025-11-28,37.4828581,126.8886457
82,구로구 가리봉동 103-5,벽부형,25,2025-11-28,37.4827323,126.8885248
83,구로구 가리봉동 104,벽부형,25,2025-11-28,37.4828702,126.8884392
84,구로구 가리봉동 104-1,한전주,50,2025-11-28,37.4842436,126.8880802
85,구로구 가리봉동 104-10,한전주,50,2025-11-28,37.4839552,126.8880478
86,구로구 가리봉동 104-11,벽부형,20,2025-11-28,37.4838646,126.8880089
87,구로구 가리봉동 104-12,벽부형,25,2025-11-28,37.4836934,126.8881156
88,구로구 가리봉동 104-14,한전주,25,2025-11-28,37.4837241,126.8878446
89,구로구 가리봉동 104-35,벽부형,25,2025-11-28,37.4834903,126.8879075
90,구로구 가리봉동 104-4,벽부형,25,2025-11-28,37.4841138,126.8881570
91,구로구 가리봉동 104-56,한전주,25,2025-11-28,37.4835935,126.8875713
92,구로구 가리봉동 104-65,벽부형,25,2025-11-28,37.4828838,126.8883455
93,구로구 가리봉동 104ㅡ43,폴형,50,2025-11-28,37.4840551,126.8878094
94,구로구 가리봉동 89-16,폴형,50,2025-11-28,37.4838600,126.8873173
95,구로구 가리봉동 105,폴형,50,2025-11-28,37.4834110,126.8886325
96,구로구 개봉동 105,한전주,70,2025-11-28,37.5068657,126.8449834
97,구로구 가리봉동 105-1,벽부형,25,2025-11-28,37.4834110,126.8886325
98,구로구 가리봉동 105-10,한전주,25,2025-11-28,37.4829840,126.8884353
99,구로구 개봉동 105-10,한전주,50,2025-11-28,37.5063081,126.8449328
100,구로구 개봉동 105-13,한전주,50,2025-11-28,37.5059931,126.8450834
101,구로구 개봉동 416-2,한전주,50,2025-11-28,37.5045141,126.8457554
102,구로구 가리봉동 105-15,벽부형,25,2025-11-28,37.4828471,126.8881154
103,구로구 가리봉동 105-16,벽부형,25,2025-11-28,37.4827604,126.8880562
104,구로구 가리봉동 105-18,벽부형,25,2025-11-28,37.4827348,126.8882620
105,구로구 개봉동 416-2,한전주,70,2025-11-28,37.5045141,126.8457554
106,구로구 개봉동 105-2,한전주,70,2025-11-28,37.5067354,126.8447430
107,구로구 구로5동 105-2,폴형,50,2025-11-28,37.4976616,126.8906039
108,구로구 구로5동 105-2,폴형,25,2025-11-28,37.4976616,126.8906039
109,구로구 구로5동 105-2,폴형,25,2025-11-28,37.4976616,126.8906039
110,구로구 구로5동 105-2,폴형,25,2025-11-28,37.4976616,126.8906039
111,구로구 구로5동 105-2,폴형,25,2025-11-28,37.4976616,126.8906039
112,구로구 구로5동 105-2,폴형,25,2025-11-28,37.4976616,126.8906039
113,구로구 가리봉동 105-20,한전주,25,2025-11-28,37.4825475,126.8885147
114,구로구 가리봉동 105-21,한전주,50,2025-11-28,37.4826108,126.8884058
115,구로구 개봉동 108-9,한전주,70,2025-11-28,37.5058951,126.8457346
116,구로구 개봉동 105-23,한전주,50,2025-11-28,37.5069117,126.8453771
117,구로구 개봉동 108-9,한전주,25,2025-11-28,37.5058951,126.8457346
118,구로구 개봉동 108-18,한전주,50,2025-11-28,37.5068137,126.8457968
119,구로구 개봉동 105-24,폴형,50,2025-11-28,37.5070248,126.8455767
120,구로구 개봉동 105-3,한전주,70,2025-11-28,37.5067354,126.8447430
121,구로구 가리봉동 105-30,한전주,50,2025-11-28,37.4832966,126.8887045
122,구로구 가리봉동 105-32,한전주,25,2025-11-28,37.4832163,126.8886389
123,구로구 가리봉동 105-5,벽부형,25,2025-11-28,37.4830931,126.8883358
124,구로구 가리봉동 105-6,벽부형,25,2025-11-28,37.4831496,126.8880733
125,구로구 가리봉동 105-6,한전주,25,2025-11-28,37.4831496,126.8880733
126,구로구 가리봉동 105-6,벽부형,25,2025-11-28,37.4831496,126.8880733
127,구로구 가리봉동 105-7,벽부형,25,2025-11-28,37.4829401,126.8882094
128,구로구 개봉동 105-1,한전주,70,2025-11-28,37.5064341,126.8449931
129,구로구 가리봉동 105-9,벽부형,25,2025-11-28,37.4826541,126.8886170
130,구로구 가리봉동 106-1,벽부형,25,2025-11-28,37.4842373,126.8883661
131,구로구 가리봉동 106-1,벽부형,250,2025-11-28,37.4842373,126.8883661
132,구로구 가리봉동 106-20,한전주,25,2025-11-28,37.4840712,126.8885429
133,구로구 가리봉동 106-21,한전주,20,2025-11-28,37.4842934,126.8882727
134,구로구 가리봉동 106-24,한전주,25,2025-11-28,37.4836801,126.8883790
135,구로구 가리봉동 106-30,벽부형,25,2025-11-28,37.4835827,126.8882949
136,구로구 가리봉동 106-42,벽부형,25,2025-11-28,37.4836395,126.8884938
137,구로구 가리봉동 106-42,벽부형,25,2025-11-28,37.4836395,126.8884938
138,구로구 가리봉동 106-5,벽부형,25,2025-11-28,37.4835232,126.8884541
139,구로구 가리봉동 106-52,벽부형,25,2025-11-28,37.4834959,126.8882278
140,구로구 가리봉동 106-53,벽부형,25,2025-11-28,37.4838504,126.8885366
141,구로구 가리봉동 106-56,벽부형,25,2025-11-28,37.4839294,126.8883313
142,구로구 가리봉동 106-60,벽부형,25,2025-11-28,37.4843531,126.8884374
143,구로구 가리봉동 106-64,폴형,25,2025-11-28,37.4833143,126.8890207
144,구로구 가리봉동 106-67,벽부형,25,2025-11-28,37.4844531,126.8884845
145,구로구 가리봉동 106ㅡ62,폴형,50,2025-11-28,37.4844131,126.8882634
146,구로구 가리봉동 107-16,한전주,50,2025-11-28,37.4838589,126.8891958
147,구로구 가리봉동 107-18,한전주,25,2025-11-28,37.4840290,126.8888682
148,구로구 가리봉동 107-19,한전주,25,2025-11-28,37.4841982,126.8888310
149,구로구 개봉동 107-3,한전주,25,2025-11-28,37.5071619,126.8452572
150,구로구 개봉동 107-3,한전주,50,2025-11-28,37.5071619,126.8452572
151,구로구 가리봉동 107-31,한전주,25,2025-11-28,37.4838164,126.8890206
152,구로구 개봉동 107-3,한전주,50,2025-11-28,37.5071619,126.8452572
153,구로구 가리봉동 107-36,벽부형,25,2025-11-28,37.4839827,126.8891729
154,구로구 가리봉동 107-46,벽부형,25,2025-11-28,37.4842016,126.8889992
155,구로구 가리봉동 107-51,벽부형,25,2025-11-28,37.4842913,126.8891120
156,구로구 가리봉동 108,한전주,25,2025-11-28,37.4835157,126.8889230
157,구로구 궁동 267,한전주,50,2025-11-28,37.4996802,126.8300316
158,구로구 궁동 108-1,폴형,50,2025-11-28,37.4994226,126.8299092
159,구로구 개봉동 108-9,,100,2025-11-28,37.5058951,126.8457346
160,구로구 궁동 267,한전주,50,2025-11-28,37.4996802,126.8300316
161,구로구 궁동 252,한전주,50,2025-11-28,37.5023975,126.8268140
162,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
163,구로구 궁동 252,한전주,25,2025-11-28,37.5023975,126.8268140
164,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
165,구로구 개봉동 105-1,폴형,70,2025-11-28,37.5064341,126.8449931
166,구로구 구로동 108-2,폴형,70,2025-11-28,37.5000077,126.8903182
167,구로구 궁동 108-2,폴형,50,2025-11-28,37.4995542,126.8295010
168,구로구 개봉동 108-29,벽부형,100,2025-11-28,37.5063379,126.8458420
169,구로구 개봉동 108-4,벽부형,50,2025-11-28,37.5066908,126.8450831
170,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
171,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
172,구로구 오류동 108-76,한전주,50,2025-11-28,37.4883744,126.8260282
173,구로구 오류동 108-76,폴형,50,2025-11-28,37.4883744,126.8260282
174,구로구 개봉동 109-10,한전주,70,2025-11-28,37.5057195,126.8452258
175,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
176,구로구 개봉동 108-9,,100,2025-11-28,37.5058951,126.8457346
177,구로구 개봉동 416-2,한전주,70,2025-11-28,37.5045141,126.8457554
178,구로구 가리봉동 109-3,벽부형,25,2025-11-28,37.4830374,126.8888087
179,구로구 개봉동 108-9,한전주,50,2025-11-28,37.5058951,126.8457346
180,구로구 구로동 109-4,한전주,125,2025-11-28,37.5000950,126.8893219
181,구로구 개봉동 109-42,벽부형,100,2025-11-28,37.5059453,126.8461541
182,구로구 구로동 109-6,한전주,50,2025-11-28,37.4998537,126.8890951
183,구로구 개봉동 416-273,한전주,50,2025-11-28,37.5041016,126.8430894
184,구로구 개봉동 11-14,한전주,50,2025-11-28,37.5036946,126.8433242
185,구로구 개봉동 11-21,통신주,70,2025-11-28,37.5040217,126.8432622
186,구로구 개봉동 11-16,한전주,70,2025-11-28,37.5041756,126.8435480
187,구로구 오류동 315-1,한전주,50,2025-11-28,37.4973048,126.8403329
188,구로구 오류동 산6-23,한전주,50,2025-11-28,37.4964393,126.8411053
189,구로구 개봉동 11-14,한전주,70,2025-11-28,37.5036946,126.8433242
190,구로구 오류동 11-3,폴형,50,2025-11-28,37.4959114,126.8419270
191,구로구 온수동 18-12,한전주,50,2025-11-28,37.4926706,126.8230184
192,구로구 개봉동 11-14,한전주,35,2025-11-28,37.5036946,126.8433242
193,구로구 궁동 197-40,한전주,25,2025-11-28,37.4948475,126.8369063
194,구로구 오류동 11-40,한전주,25,2025-11-28,37.4962917,126.8407634
195,구로구 오류동 11-47,폴형,50,2025-11-28,37.4969819,126.8400610
196,구로구 오류동 11-47,폴형,70,2025-11-28,37.4969819,126.8400610
197,구로구 가리봉동 110-12,한전주,50,2025-11-28,37.4825748,126.8889307
198,구로구 가리봉동 110-13,한전주,25,2025-11-28,37.4825297,126.8889764
199,구로구 가리봉동 110-3,벽부형,25,2025-11-28,37.4823580,126.8888674
200,구로구 가리봉동 110-4,벽부형,25,2025-11-28,37.4828675,126.8890253
201,구로구 가리봉동 110-7,벽부형,25,2025-11-28,37.4824337,126.8890527
202,구로구 가리봉동 110-9,한전주,25,2025-11-28,37.4822041,126.8891491
203,구로구 가리봉동 111-1,폴형,50,2025-11-28,37.4828884,126.8896613
204,구로구 가리봉동 111-1,폴형,50,2025-11-28,37.4828884,126.8896613
205,구로구 구로5동 111-15,벽부형,50,2025-11-28,37.5007089,126.8888830
206,구로구 가리봉동 111-2,한전주,50,2025-11-28,37.4827954,126.8894655
207,구로구 구로5동 111-20,폴형,25,2025-11-28,37.5008954,126.8885224
208,구로구 구로5동 111-22,벽부형,25,2025-11-28,37.5010625,126.8883869
209,구로구 구로5동 111-25,폴형,25,2025-11-28,37.5013115,126.8881809
210,구로구 구로5동 111-28,폴형,25,2025-11-28,37.5015591,126.8879733
211,구로구 구로5동 111-29,한전주,25,2025-11-28,37.5014491,126.8877626
212,구로구 구로5동 111-33,한전주,25,2025-11-28,37.5011172,126.8880389
213,구로구 구로5동 111-39,한전주,25,2025-11-28,37.5006191,126.8884509
214,구로구 가리봉동 111-4,한전주,50,2025-11-28,37.4826505,126.8891668
215,구로구 구로5동 111-40,한전주,25,2025-11-28,37.5005297,126.8885347
216,구로구 구로5동 111-42,벽부형,30,2025-11-28,37.5004488,126.8883809
217,구로구 구로5동 111-43,벽부형,50,2025-11-28,37.5005384,126.8882947
218,구로구 가리봉동 112-1,벽부형,50,2025-11-28,37.4831506,126.8897104
219,구로구 개봉동 111-8,한전주,25,2025-11-28,37.5051722,126.8466429
220,구로구 개봉동 440-16,한전주,25,2025-11-28,37.5027633,126.8472706
221,구로구 구로5동 112-12,한전주,25,2025-11-28,37.5005180,126.8879221
222,구로구 구로5동 112-15,한전주,25,2025-11-28,37.5001433,126.8881686
223,구로구 구로5동 112-16,벽부형,25,2025-11-28,37.5002748,126.8879036
224,구로구 구로5동 112-17,벽부형,25,2025-11-28,37.5003549,126.8878337
225,구로구 구로5동 112-19,폴형,25,2025-11-28,37.5005209,126.8876966
226,구로구 구로5동 112-2,한전주,25,2025-11-28,37.5013429,126.8872256
227,구로구 구로5동 112-22,,50,2025-11-28,37.5007700,126.8874935
228,구로구 구로5동 112-25,폴형,25,2025-11-28,37.5010172,126.8872882
229,구로구 구로5동 112-26,폴형,25,2025-11-28,37.5011010,126.8872190
230,구로구 구로5동 112-34,한전주,25,2025-11-28,37.5005770,126.8873483
231,구로구 구로동 112-40,한전주,50,2025-11-28,37.5000518,126.8880041
232,구로구 구로5동 112-41,한전주,50,2025-11-28,37.4999067,126.8877293
233,구로구 구로5동 112-43,한전주,25,2025-11-28,37.5002063,126.8874351
234,구로구 구로5동 112-45,한전주,25,2025-11-28,37.5003309,126.8873325
235,구로구 구로5동 112-48,한전주,25,2025-11-28,37.5005798,126.8871274
236,구로구 궁동 266,폴형,50,2025-11-28,37.5017672,126.8294692
237,구로구 구로5동 112-50,폴형,25,2025-11-28,37.5007455,126.8869918
238,구로구 구로5동 112-51,폴형,25,2025-11-28,37.5008282,126.8869245
239,구로구 개봉동 112-6,한전주,25,2025-11-28,37.5047790,126.8472947
240,구로구 구로5동 112-6,한전주,25,2025-11-28,37.5010154,126.8875121
241,구로구 구로5동 112-9,한전주,50,2025-11-28,37.5007675,126.8877180
242,구로구 궁동 252,한전주,50,2025-11-28,37.5023975,126.8268140
243,구로구 궁동 112-8,폴형,50,2025-11-28,37.5003514,126.8298704
244,구로구 구로3동 1124-44,한전주,50,2025-11-28,37.4847451,126.9008769
245,구로구 구로3동 1124-46,한전주,50,2025-11-28,37.4846032,126.9007543
246,구로구 구로3동 1124-47,한전주,50,2025-11-28,37.4844705,126.9006461
247,구로구 구로3동 1124-49,한전주,50,2025-11-28,37.4849385,126.9002645
248,구로구 구로3동 1124-50,한전주,50,2025-11-28,37.4852063,126.8998543
249,구로구 구로3동 1124-50,한전주,50,2025-11-28,37.4852063,126.8998543
250,구로구 구로3동 1124-51,한전주,50,2025-11-28,37.4849248,126.8997937
251,구로구 구로3동 1124-51,한전주,50,2025-11-28,37.4849248,126.8997937
252,구로구 구로3동 1124-52,한전주,50,2025-11-28,37.4847855,126.8998391
253,구로구 구로3동 1124-54,한전주,50,2025-11-28,37.4844199,126.8999034
254,구로구 구로3동 1124-56,한전주,70,2025-11-28,37.4841769,126.9002999
255,구로구 구로3동 1124-58,한전주,50,2025-11-28,37.4838584,126.9002346
256,구로구 구로3동 1124-55,한전주,70,2025-11-28,37.4842382,126.9001102
257,구로구 구로3동 1124-71,한전주,50,2025-11-28,37.4835902,126.9000013
258,구로구 구로3동 1124-81,한전주,70,2025-11-28,37.4845815,126.9003115
259,구로구 구로3동 1124-84,한전주,50,2025-11-28,37.4841076,126.9004326
260,구로구 구로3동 1124-84,한전주,70,2025-11-28,37.4841076,126.9004326
261,구로구 구로3동 1125-3,한전주,50,2025-11-28,37.4837370,126.9013680
262,구로구 구로3동 1125-5,한전주,50,2025-11-28,37.4834085,126.9014101
263,구로구 구로3동 1126-10,한전주,60,2025-11-28,37.4823649,126.9002240
264,구로구 구로3동 1126-18,한전주,60,2025-11-28,37.4816842,126.8996657
265,구로구 구로3동 1126-30,한전주,60,2025-11-28,37.4819338,126.8998733
266,구로구 구로3동 1126-31,한전주,40,2025-11-28,37.4815639,126.8995663
267,구로구 구로3동 1126-36,한전주,60,2025-11-28,37.4821032,126.8999685
268,구로구 구로3동 1127-1,한전주,60,2025-11-28,37.4827674,126.9002427
269,구로구 구로3동 1127-10,폴형,60,2025-11-28,37.4818948,126.8994830
270,구로구 구로3동 1127-11,벽부형,70,2025-11-28,37.4819560,126.8993628
271,구로구 구로동 1127-22,폴형,50,2025-11-28,37.4821770,126.8988993
272,구로구 구로동 1127-33,폴형,50,2025-11-28,37.4830181,126.8993639
273,구로구 구로3동 1127-34,폴형,70,2025-11-28,37.4825169,126.8996091
274,구로구 구로3동 1127-47,폴형,60,2025-11-28,37.4819910,126.8995487
275,구로구 구로3동 1127-5,폴형,60,2025-11-28,37.4824125,126.8998257
276,구로구 구로3동 1127-6,폴형,25,2025-11-28,37.4821142,126.8996429
277,구로구 구로3동 1127-7,한전주,50,2025-11-28,37.4822019,126.8993058
278,구로구 구로3동 1128-3,한전주,40,2025-11-28,37.4828968,126.8986663
279,구로구 구로3동 1128-4,한전주,40,2025-11-28,37.4826699,126.8984864
280,구로구 구로3동 1128-5,폴형,70,2025-11-28,37.4823225,126.8983517
281,구로구 구로3동 1128-5,한전주,40,2025-11-28,37.4823225,126.8983517
282,구로구 구로3동 1128-5,폴형,70,2025-11-28,37.4823225,126.8983517
283,구로구 구로3동 1128-5,한전주,70,2025-11-28,37.4823225,126.8983517
284,구로구 구로동 1129-1,폴형,50,2025-11-28,37.4820156,126.8980911
285,구로구 구로3동 1129-1,한전주,40,2025-11-28,37.4820156,126.8980911
286,구로구 구로3동 1129-10,한전주,30,2025-11-28,37.4811905,126.8975563
287,구로구 구로3동 1129-13,한전주,25,2025-11-28,37.4809323,126.8973110
288,구로구 구로3동 1129-2,한전주,70,2025-11-28,37.4817884,126.8980370
289,구로구 구로3동 1129-31,한전주,25,2025-11-28,37.4805777,126.8963909
290,구로구 구로3동 1129-32,폴형,50,2025-11-28,37.4804670,126.8966088
291,구로구 구로3동 1129-47,한전주,70,2025-11-28,37.4800482,126.8965143
292,구로구 구로3동 1129-49,한전주,40,2025-11-28,37.4799767,126.8964006
293,구로구 구로3동 1129-5,한전주,35,2025-11-28,37.4815297,126.8976804
294,구로구 구로3동 1129-51,한전주,40,2025-11-28,37.4795232,126.8960900
295,구로구 구로3동 1129-51,한전주,50,2025-11-28,37.4795232,126.8960900
296,구로구 구로3동 1129-62,한전주,50,2025-11-28,37.4799999,126.8961677
297,구로구 구로동 1274,폴형,50,2025-11-28,37.4794627,126.8966524
298,구로구 구로3동 1129-75,한전주,35,2025-11-28,37.4814869,126.8978452
299,구로구 구로3동 1129-78,폴형,,2025-11-28,37.4815716,126.8975094
300,구로구 구로5동 113-1,폴형,50,2025-11-28,37.5003910,126.8868833
301,구로구 궁동 109,한전주,50,2025-11-28,37.5002114,126.8294069
302,구로구 궁동 252,한전주,50,2025-11-28,37.5023975,126.8268140
303,구로구 개봉동 108-9,한전주,25,2025-11-28,37.5058951,126.8457346
304,구로구 가리봉동 113-15,한전주,25,2025-11-28,37.4837042,126.8896045
305,구로구 가리봉동 113-2,한전주,50,2025-11-28,37.4836493,126.8893296
306,구로구 가리봉동 113-23,폴형,50,2025-11-28,37.4836669,126.8889761
307,구로구 가리봉동 113-25,한전주,50,2025-11-28,37.4833850,126.8898728
308,구로구 구로5동 113-4,한전주,70,2025-11-28,37.5000448,126.8871646
309,구로구 개봉동 113-24,벽부형,25,2025-11-28,37.5048106,126.8467812
310,구로구 개봉동 113-6,벽부형,70,2025-11-28,37.5047322,126.8470390
311,구로구 개봉동 113-8,폴형,25,2025-11-28,37.5047196,126.8467557
312,구로구 가리봉동 113-8,벽부형,25,2025-11-28,37.4836666,126.8898854
313,구로구 구로3동 1130-10,한전주,70,2025-11-28,37.4811942,126.8985443
314,구로구 구로3동 1130-14,한전주,60,2025-11-28,37.4817820,126.8983901
315,구로구 구로3동 1130-16,한전주,70,2025-11-28,37.4814815,126.8983836
316,구로구 구로3동 1130-2,폴형,60,2025-11-28,37.4816559,126.8989753
317,구로구 구로3동 1130-20,한전주,40,2025-11-28,37.4814254,126.8981193
318,구로구 구로3동 1130-21,한전주,25,2025-11-28,37.4812928,126.8983294
319,구로구 구로3동 1130-23,한전주,40,2025-11-28,37.4810043,126.8986580
320,구로구 구로3동 1130-26,한전주,60,2025-11-28,37.4806205,126.8986545
321,구로구 구로3동 1130-35,폴형,70,2025-11-28,37.4806342,126.8983105
322,구로구 구로3동 1130-31,폴형,60,2025-11-28,37.4804152,126.8984102
323,구로구 구로3동 1130-32,폴형,60,2025-11-28,37.4803441,126.8982115
324,구로구 구로3동 1130-45,벽부형,35,2025-11-28,37.4806459,126.8979998
325,구로구 구로3동 1130-50,,50,2025-11-28,37.4805115,126.8977590
326,구로구 구로3동 1130-53,한전주,40,2025-11-28,37.4807341,126.8976447
327,구로구 구로3동 1130-55,한전주,40,2025-11-28,37.4809454,126.8978172
328,구로구 구로3동 1130-56,한전주,40,2025-11-28,37.4810213,126.8978747
329,구로구 구로3동 1130-62,한전주,40,2025-11-28,37.4813557,126.8980203
330,구로구 구로3동 1130-7,한전주,25,2025-11-28,37.4813862,126.8989976
331,구로구 구로3동 1130-9,벽부형,70,2025-11-28,37.4811334,126.8987968
332,구로구 구로3동 1131-1,한전주,60,2025-11-28,37.4813210,126.8994768
333,구로구 구로3동 1126-17,폴형,50,2025-11-28,37.4815324,126.8998630
334,구로구 구로3동 1126-17,폴형,50,2025-11-28,37.4815324,126.8998630
335,구로구 구로3동 1131-1,폴형,60,2025-11-28,37.4813210,126.8994768
336,구로구 구로3동 1131-12,한전주,60,2025-11-28,37.4808993,126.8990164
337,구로구 구로3동 1131-18,한전주,25,2025-11-28,37.4801945,126.8988457
338,구로구 구로3동 1131-4,한전주,60,2025-11-28,37.4810092,126.8992879
339,구로구 구로3동 1131-4,한전주,60,2025-11-28,37.4810092,126.8992879
340,구로구 구로3동 1131-8,한전주,60,2025-11-28,37.4804429,126.8989601
341,구로구 구로3동 1131-8,폴형,60,2025-11-28,37.4804429,126.8989601
342,구로구 구로3동 1131-8-2,폴형,60,2025-11-28,37.4804429,126.8989601
343,구로구 구로3동 1131-9,한전주,60,2025-11-28,37.4806615,126.8990923
344,구로구 구로3동 1132-1,폴형,40,2025-11-28,37.4800458,126.8985280
345,구로구 구로3동 1132-1,폴형,40,2025-11-28,37.4800458,126.8985280
346,구로구 구로3동 1132-11,한전주,25,2025-11-28,37.4799742,126.8980447
