등번호,위도값,경도값
천호1동285,37.54338,127.1416396
천호1동396,37.5484622,127.1416833
천호1동397,37.5486333,127.14167
천호1동398,37.5489035,127.1416443
천호1동399,37.5490476,127.1416426
천호1동400,37.5491751,127.1418223
천호1동401,37.5492001,127.1415504
천호1동402,37.5490828,127.1415291
암사3동069,37.5555054,127.1375508
암사3동071,37.5548771,127.1378749
암사3동072,37.5550302,127.1378732
암사3동073,37.5551655,127.1378829
암사3동074,37.5554449,127.1379023
암사3동075,37.5556434,127.137934
암사3동076,37.5558508,127.1379543
암사3동077,37.5559579,127.1378172
암사3동078,37.5565362,127.1380369
암사3동079,37.5568428,127.1380674
암사3동080,37.5563814,127.1378123
암사3동081,37.5560726,127.1374877
암사3동082,37.5563782,127.137371
암사3동083,37.5563765,127.1371446
암사3동084,37.5563839,127.1369182
암사3동086,37.5563001,127.136557
암사3동087,37.5559936,127.1365379
암사3동060,37.5549973,127.1370586
암사3동061,37.5552007,127.1365357
암사3동062,37.5553296,127.136919
암사3동063,37.55536447,127.1372904
암사3동064,37.5555973,127.1365537
암사3동065,37.5555085,127.1367358
암사3동066,37.5555731,127.1369501
암사3동067,37.5555836,127.1371538
암사3동068,37.5556496,127.1375491
천호1동322,37.5464662,127.142272
천호1동323,37.5463918,127.141956
천호1동324,37.5464426,127.1415027
천호1동325,37.5467059,127.1417826
천호1동326,37.5467717,127.1421666
천호1동327,37.5468189,127.1424603
천호1동328,37.546941,127.1431379
천호1동329,37.5469296,127.1428099
천호1동330,37.5469099,127.1425838
천호1동331,37.5470992,127.1425929
천호1동332,37.5471326,127.1422304
천호1동333,37.547397,127.1426461
천호1동334,37.5474128,127.1423517
천호1동335,37.5473847,127.1421936
천호1동336,37.5472852,127.1421494
천호1동337,37.5475864,127.1426779
천호1동338,37.5477397,127.1426988
천호1동339,37.54783,127.1427204
천호1동340,37.547674,127.1423374
천호1동341,37.5478722,127.1423238
천호1동342,37.5478973,127.1420632
천호1동343,37.5479128,127.1417122
천호1동344,37.5477687,127.1417252
천호1동345,37.5475331,127.1415468
천호1동346,37.5474085,127.1417519
천호1동347,37.5475721,127.1419425
천호1동348,37.547158,127.1420038
천호1동349,37.5469781,127.1420398
천호1동350,37.5469316,127.1418479
천호1동351,37.5471203,127.1417779
천호1동352,37.5472899,127.1415496
천호1동417,37.5502298,127.1406558
천호1동418,37.5502048,127.1409277
천호1동419,37.5503001,127.140406
천호1동420,37.550102,127.1404196
천호1동421,37.5499498,127.1405572
천호1동422,37.5496444,127.1406852
천호1동423,37.5496196,127.1410023
암사3동088,37.5567687,127.1365629
암사3동089,37.55716635,127.1373871
암사3동090,37.5586112,127.1371529
암사3동091,37.5580816,127.1374306
암사3동092,37.5582819,127.1377226
암사3동093,37.5586064,127.1377302
암사3동094,37.5588767,127.1377384
암사3동095,37.5588696,127.1379875
암사3동096,37.5589625,127.1383712
암사3동097,37.5591533,127.1385954
암사3동098,37.5596716,127.1380009
암사3동099,37.5599241,127.1380319
암사3동100,37.5600219,127.1378497
암사3동101,37.5599928,127.1375671
암사3동102,37.5602556,127.1377678
암사3동103,37.56015,127.1381199
암사3동104,37.5602858,127.1382089
암사3동105,37.5605461,127.13807
암사3동106,37.5608805,127.138202
암사3동107,37.5613151,127.1384913
암사3동108,37.5616239,127.1388273
암사3동115,37.5606347,127.1366315
암사3동116,37.5607326,127.1364606
암사3동117,37.5607581,127.1362453
암사3동118,37.5606128,127.1360885
암사3동119,37.5604583,127.1359092
암사3동120,37.5600894,127.1359813
암사3동122,37.5598024,127.1361657
암사3동123,37.5596245,127.1364847
암사3동124,37.5593908,127.1365666
암사3동125,37.5595356,127.1366555
암사3동126,37.5597437,127.1367663
암사3동127,37.5602059,127.1371345
암사3동128,37.560505,127.1373687
천호1동373,37.5487167,127.1432308
천호1동374,37.5489332,127.1432623
천호1동375,37.5490775,127.143272
천호1동376,37.549258,127.1433152
천호1동377,37.5494836,127.1433692
천호1동378,37.5497183,127.1434231
천호1동379,37.5504949,127.1436632
천호1동380,37.5505106,127.1433348
천호1동381,37.5505713,127.1430059
천호1동382,37.5502648,127.1429868
천호1동383,37.5499675,127.1429902
천호1동384,37.5498686,127.1430253
천호1동385,37.5498064,127.1431505
천호1동386,37.5497781,127.1429697
천호1동387,37.5493993,127.1429288
천호1동388,37.5491198,127.142898
천호1동389,37.548957,127.1428093
천호1동390,37.5490731,127.1426722
천호1동391,37.5491163,127.1424114
천호1동392,37.54915,127.1420942
천호1동393,37.5489156,127.1420742
천호1동394,37.548636,127.1420321
천호1동395,37.5484467,127.142023
암사3동135,37.558733,127.1365629
암사3동136,37.5582375,127.1365686
암사3동137,37.5581239,127.1370566
암사3동138,37.5581555,127.136445
암사3동139,37.5579211,127.1364364
암사3동140,37.5577409,127.1364385
암사3동141,37.5575608,127.1364406
암사3동142,37.5573354,127.1364318
암사3동143,37.5571642,127.1364225
암사3동144,37.5582875,127.1360134
암사3동145,37.5587112,127.1360425
암사3동146,37.5590446,127.13605
암사3동147,37.5594049,127.1360345
암사3동148,37.5594559,127.1356151
암사3동149,37.5589333,127.1356098
암사3동150,37.5586719,127.1356015
암사3동151,37.5585368,127.1356031
암사3동152,37.5583029,127.135651
암사3동153,37.5586778,127.1351713
암사3동154,37.5588675,127.1352371
암사3동155,37.5589931,127.1351677
암사3동156,37.5591032,127.1354268
암사3동157,37.5588734,127.1348069
암사3동158,37.5583356,127.1351979
암사3동159,37.5584582,127.1347098
암사3동160,37.55851,127.1344036
암사3동161,37.5595134,127.133611
암사3동162,37.559281,127.1326403
암사3동163,37.5595806,127.1329538
암사3동164,37.5598997,127.1334594
암사3동165,37.559904,127.134048
암사3동166,37.5600513,127.1344764
암사3동168,37.5605693,127.1350816
암사3동169,37.5607252,127.135442
암사3동170,37.5607675,127.135068
암사3동171,37.5608766,127.1352026
암사3동172,37.5609767,127.1353372
암사3동173,37.5603264,127.1351297
암사3동174,37.560239,127.1355042
암사3동175,37.560303,127.1331605
암사3동176,37.5608079,127.1332112
암사3동177,37.5610797,127.1334005
암사3동178,37.561451,127.1336566
암사3동179,37.5617936,127.1336866
암사3동180,37.5621896,127.1336254
암사3동181,37.5626584,127.1336652
천호1동424,37.5495981,127.1405159
천호1동425,37.5493995,127.1404729
천호1동426,37.5491224,127.1407704
천호1동427,37.5491561,127.1404531
천호1동403,37.5489295,127.1415082
천호1동404,37.5487403,127.1415104
천호1동405,37.5485134,127.1412866
천호1동406,37.5485758,127.1411954
천호1동407,37.5488915,127.141237
천호1동408,37.549262,127.1413799
천호1동409,37.5494057,127.1413217
천호1동410,37.5495595,127.1413991
천호1동411,37.5498842,127.141452
천호1동412,37.5501368,127.1414944
천호1동413,37.5503894,127.1415367
천호1동414,37.5507232,127.1415895
천호1동415,37.5503922,127.1406766
천호1동416,37.5502926,127.1406098
암사3동204,37.5638281,127.1334366
암사3동205,37.56389,127.1332775
암사3동206,37.564401,127.1341545
암사3동207,37.5645105,127.1343343
암사3동208,37.5634901,127.1340292
암사3동209,37.5646165,127.1340501
암사3동210,37.5566964,127.130384
암사3동212,37.5572233,127.1309664
암사3동213,37.55748882,127.1311319
암사3동214,37.5577637,127.1309375
암사3동221,37.5594378,127.1368377
천호1동428,37.5489305,127.1404104
천호1동429,37.548597,127.1403916
천호1동430,37.5485631,127.1406862
천호1동431,37.5485462,127.1408449
천호1동432,37.5482721,127.1403161
천호1동433,37.5479667,127.1404554
천호1동434,37.5479768,127.1406024
천호1동435,37.5479972,127.1409304
천호1동436,37.547839,127.1402305
천호1동437,37.5475689,127.1402676
천호1동438,37.5473905,127.1405186
천호1동439,37.5473797,127.1402698
천호1동440,37.5470658,127.1404658
천호1동441,37.5471677,127.1408494
천호1동442,37.5472423,127.1411993
천호1동443,37.5467025,127.1413187
천호1동444,37.5466012,127.1410143
천호1동445,37.5463776,127.1412432
천호1동446,37.5461851,127.1407927
천호1동447,37.5459847,127.1405008
천호1동448,37.546138,127.1405103
천호1동449,37.5465698,127.1404149
천호1동450,37.5466085,127.1407765
천호1동451,37.5469386,127.1403201
천호1동452,37.54701,127.1402287
천호1동453,37.548001,127.1402174
천호1동454,37.5481079,127.1400464
천호1동455,37.5482233,127.1397961
천호1동456,37.5484283,127.1394882
천호1동457,37.5485532,127.1393283
천호1동458,37.548758,127.1389865
천호1동460,37.5487468,127.1386923
천호1동461,37.5486472,127.1386143
천호1동462,37.5487118,127.1388285
천호1동463,37.5484531,127.1391937
천호1동464,37.5483021,127.1394896
천호1동465,37.5489008,127.1388037
천호1동466,37.5490547,127.1388925
천호1동467,37.5491725,127.138993
천호1동468,37.5493546,127.1392512
천호1동469,37.5490208,127.1391985
천호1동470,37.5488222,127.1391442
천호1동471,37.5494259,127.1391372
천호1동472,37.5496339,127.139248
천호1동473,37.5497606,127.1393145
천호1동474,37.5500407,127.1394244
천호1동475,37.5502305,127.1395128
암사3동129,37.5597113,127.1372647
암사3동130,37.5594037,127.1370985
암사3동131,37.5589367,127.1373076
암사3동132,37.5589527,127.1370357
암사3동133,37.5589674,127.1365715
암사3동134,37.5591294,127.1365583
암사3동738,37.56017176,127.1349253
암사3동739,37.56477437,127.1342516
암사3동749,37.56017316,127.137619
암사3동753,37.55655315,127.1378387
천호1동476,37.5501865,127.1396491
천호1동477,37.5500062,127.1396398
천호1동478,37.5497536,127.1395975
천호1동479,37.5493025,127.1395234
천호1동480,37.549005,127.1394929
천호1동485,37.5486102,127.1397238
천호1동486,37.5489624,127.1398329
천호1동488,37.5496298,127.1399158
천호1동489,37.5497202,127.13996
천호1동490,37.5501079,127.1399895
천호1동491,37.5502151,127.1398638
천호1동492,37.5504236,127.1400425
천호1동493,37.5499387,127.1402744
천호1동494,37.5496861,127.140232
천호1동495,37.5493071,127.1401571
천호1동496,37.5490185,127.1401152
천호1동497,37.5487567,127.1400503
천호1동498,37.5485855,127.1400409
천호1동499,37.5470167,127.1399118
천호1동500,37.5469526,127.1397767
천호1동501,37.5469054,127.139483
천호1동502,37.5468769,127.1392797
천호1동503,37.5468749,127.1390081
천호1동504,37.5468093,127.138658
천호1동506,37.5472115,127.1394456
천호1동507,37.5473135,127.1398405
천호1동508,37.5474817,127.1394311
천호1동509,37.547662,127.1394404
천호1동510,37.5475165,127.139261
천호1동511,37.5473634,127.1392741
천호1동512,37.5474882,127.1390803
천호1동513,37.5474691,127.1389334
천호1동514,37.5472525,127.1388906
천호1동515,37.5476672,127.1389198
천호1동517,37.5473764,127.1385723
천호1동518,37.5470699,127.1385645
천호1동519,37.5476461,127.13849
천호1동520,37.5479619,127.1385542
천호1동521,37.5480764,127.1381908
천호1동523,37.5478597,127.1381254
천호1동524,37.5476524,127.1381164
천호1동525,37.5475339,127.1379367
암사3동182,37.5628304,127.1337764
암사3동183,37.5629663,127.1338654
암사3동184,37.5628343,127.1343084
암사3동184,37.5628343,127.1343084
암사3동185,37.563142,127.1344859
암사3동186,37.5634224,127.1346299
암사3동187,37.5633698,127.1348342
암사3동188,37.5637661,127.134807
암사3동189,37.5640268,127.1347248
암사3동190,37.564052,127.1344754
암사3동191,37.5642514,127.1346316
암사3동197,37.5639158,127.1343412
암사3동198,37.5635812,127.1341639
암사3동199,37.5633007,127.1340087
암사3동200,37.5631606,127.1333312
암사3동201,37.5593127,127.1382087
암사3동202,37.5573125,127.1382317
암사3동203,37.5637219,127.1336982
천호1동040,37.5429797,127.1337116
천호1동041,37.5429626,127.1338363
천호1동042,37.5428182,127.133804
천호1동043,37.5426469,127.1337833
천호1동044,37.5425117,127.1337849
천호1동045,37.5424468,127.1335254
천호1동046,37.5424274,127.1333445
천호1동047,37.5425271,127.1334226
천호1동048,37.5426084,127.1334556
천호1동049,37.5426056,127.134293
천호1동050,37.5426334,127.1344059
천호1동051,37.5429113,127.1342103
천호1동052,37.5431095,127.134208
천호1동053,37.5431288,127.1343775
천호1동054,37.54855525,127.1372327
천호1동055,37.5430779,127.1348081
천호1동535,37.5459526,127.1385547
천호1동537,37.5460111,127.1379316
천호1동538,37.5460576,127.1381348
천호1동539,37.5462836,127.138234
천호1동540,37.5463723,127.1380406
천호1동542,37.546725,127.1382176
천호1동543,37.5469397,127.1380001
천호1동545,37.5465691,127.137846
천호1동546,37.5464605,127.1377793
천호1동547,37.5465947,127.137642
천호1동548,37.5462162,127.137635
천호1동549,37.5461719,127.1377374
천호1동550,37.5462489,127.137182
천호1동551,37.5463485,127.1372487
천호1동553,37.5467268,127.1372217
천호1동554,37.5469056,127.1370273
천호1동555,37.5469162,127.1372535
천호1동526,37.547372,127.1379725
천호1동527,37.5473661,127.1384026
천호1동528,37.54735804,127.1382037
천호1동529,37.5469329,127.1383058
천호1동530,37.5469167,127.1385549
천호1동531,37.5467453,127.1385343
천호1동532,37.5466185,127.1384339
천호1동533,37.5465472,127.1385479
천호1동534,37.5462137,127.1385291
천호1동002,37.5426058,127.1318714
천호1동004,37.5425813,127.1322111
천호1동005,37.5424048,127.1327224
천호1동006,37.542533,127.1330038
암사3동222,37.5560091,127.1337195
암사3동223,37.5557027,127.133723
암사3동224,37.5554054,127.1337264
암사3동225,37.5610155,127.1357103
암사3동226,37.55916855,127.1356704
암사3동231,37.5561648,127.1365359
암사3동233,37.55753788,127.1375066
암사3동234,37.55780832,127.1373826
암사3동235,37.55562658,127.1365836
암사3동236,37.55636647,127.1376007
암사3동239,37.55916688,127.1371191
암사3동251,37.55647801,127.1365964
암사3동280,37.56363309,127.1336044
암사3동281,37.55706662,127.1379188
암사3동282,37.55552371,127.1339691
암사3동283,37.55512714,127.1279985
암사3동284,37.55529151,127.1280525
암사3동734,37.56428762,127.1344403
천호1동559,37.5466924,127.1374485
천호1동560,37.5470175,127.1375466
천호1동561,37.5472964,127.1374981
천호1동562,37.547173,127.137873
천호1동563,37.5473079,127.1378262
천호1동564,37.5475041,127.1375523
천호1동565,37.5477664,127.1376964
천호1동566,37.5478561,127.1376388
천호1동567,37.5478669,127.1378763
천호1동568,37.5480982,127.1374662
천호1동570,37.5477816,127.1373001
천호1동571,37.5474945,127.1374732
천호1동572,37.5476181,127.1371209
천호1동573,37.5478784,127.1369821
천호1동574,37.5481845,127.136956
천호1동575,37.5483034,127.1371923
천호1동576,37.5484583,127.1374282
천호1동577,37.5482458,127.1379399
천호1동578,37.5483976,127.137757
천호1동579,37.5486047,127.137732
천호1동580,37.5485947,127.1375963
천호1동581,37.548618,127.1370868
천호1동582,37.5485005,127.1370429
천호1동583,37.5482555,127.1368081
천호1동585,37.5482708,127.1364231
천호1동586,37.5481707,127.1362884
천호1동587,37.5479905,127.1362905
천호1동588,37.5477259,127.1358409
천호1동589,37.5475342,127.1355036
천호1동590,37.547633,127.1354572
천호1동591,37.5477332,127.1356145
천호1동592,37.5478791,127.1358504
천호1동593,37.5475259,127.1352448
천호1동007,37.5428129,127.1330798
천호1동008,37.5428748,127.1329093
천호1동010,37.54267487,127.1325118
천호1동011,37.5427265,127.1323566
천호1동012,37.54285764,127.1322265
천호1동013,37.5428959,127.1321057
천호1동014,37.5429938,127.1319461
천호1동015,37.5433552,127.1320777
천호1동016,37.5435373,127.1323359
천호1동017,37.5433864,127.1326432
천호1동018,37.5431158,127.132601
천호1동020,37.5429336,127.1323315
천호1동021,37.5433781,127.1327451
천호1동022,37.5432794,127.1327915
천호1동023,37.5431913,127.1330754
천호1동024,37.5430462,127.1329413
천호1동025,37.5429858,127.1333041
천호1동026,37.5434788,127.1329589
천호1동027,37.543598,127.1332405
천호1동028,37.5437095,127.1336918
천호1동029,37.5438706,127.1323207
천호1동030,37.5441695,127.1325322
천호1동031,37.5444686,127.1327664
천호1동032,37.5439545,127.1339266
천호1동033,37.5434307,127.1337629
천호1동034,37.5433336,127.134047
천호1동035,37.5431441,127.1340039
천호1동036,37.5431254,127.1339136
천호1동037,37.5432707,127.1340703
천호1동038,37.5432858,127.1336741
천호1동039,37.5431683,127.1336189
천호1동626,37.5474491,127.1349614
천호1동627,37.54907087,127.1412283
천호1동628,37.5442705,127.1389588
천호1동629,37.5488699,127.1395058
천호1동630,37.5472938,127.1396031
천호1동632,37.54458995,127.1418111
천호1동633,37.54448637,127.1417826
천호1동634,37.54359408,127.1343324
천호1동651,37.54358771,127.1398205
천호1동660,37.54744079,127.1387102
천호1동661,37.54530241,127.1393597
천호1동662,37.54521695,127.1392464
천호1동663,37.54411455,127.1400308
천호1동664,37.54364262,127.1371756
천호1동668,37.54782493,127.1357263
천호1동669,37.54427064,127.135601
천호1동670,37.54743539,127.1375475
천호1동671,37.54631833,127.1373955
천호1동672,37.54721466,127.1355894
천호1동673,37.54431686,127.1365375
천호1동674,37.5444362,127.1365745
천호1동057,37.5426898,127.1347221
천호1동059,37.5429033,127.1355796
천호1동060,37.5430312,127.1358158
천호1동061,37.5432198,127.1357344
천호1동062,37.5431184,127.1354187
천호1동063,37.5433337,127.1352918
천호1동064,37.543504,127.1351653
천호1동065,37.5435514,127.1354929
천호1동066,37.5435115,127.1349615
천호1동067,37.5436567,127.135107
천호1동068,37.5437207,127.1352307
천호1동069,37.5438227,127.1356256
천호1동070,37.5439818,127.1351938
천호1동071,37.5439805,127.135024
천호1동072,37.5439702,127.1348431
천호1동073,37.5439964,127.1347296
천호1동074,37.5440491,127.1345479
천호1동075,37.543977,127.1345488
천호1동076,37.5436717,127.1346881
천호1동077,37.5436275,127.1348018
천호1동078,37.5442357,127.1341837
천호1동079,37.544432,127.1339211
천호1동080,37.5449597,127.1333945
천호1동081,37.5456476,127.1338166
천호1동082,37.5455943,127.133919
천호1동084,37.5451956,127.1336068
천호1동085,37.5457846,127.1340639
천호1동086,37.5458129,127.1342334
천호1동087,37.5460565,127.1342758
천호1동088,37.5461292,127.1343655
천호1동089,37.545977,127.1344917
천호1동090,37.5458059,127.134505
천호1동091,37.5455692,127.1341796
천호1동092,37.5455319,127.1340103
천호1동093,37.5453806,127.134261
천호1동094,37.5452916,127.1344204
천호1동095,37.5452653,127.1345113
천호1동096,37.5452854,127.1348053
천호1동097,37.5452966,127.1350994
천호1동098,37.5452072,127.1351909
천호1동099,37.5449915,127.1352726
천호1동100,37.5447304,127.1352983
천호1동558,37.5464343,127.1366593
천호2동017,37.5474676,127.1252174
천호2동018,37.5475841,127.1251368
천호2동019,37.5476101,127.1250007
천호2동020,37.5472011,127.1245188
천호2동021,37.5476451,127.1248532
천호2동022,37.547682,127.1249772
천호2동023,37.5479946,127.1246001
천호2동024,37.5478766,127.1244883
천호1동110,37.5444385,127.1360485
천호1동111,37.5444575,127.1361728
천호1동112,37.544495,127.1363761
천호1동113,37.5442332,127.1363112
천호1동114,37.5440901,127.1364599
천호1동115,37.5441271,127.136584
천호1동116,37.5441105,127.1367766
천호1동117,37.5439851,127.1368798
천호1동118,37.5439737,127.1365631
천호1동119,37.5435399,127.1363871
천호1동12,37.54258902,127.1327352
천호1동120,37.5432878,127.1364126
천호1동121,37.5433586,127.1362307
천호1동122,37.5433647,127.1358346
천호1동123,37.5430688,127.1360304
천호1동124,37.5430615,127.1362681
천호1동125,37.5430812,127.1364942
천호1동101,37.5443067,127.1352692
천호1동102,37.54419164,127.1357395
천호1동103,37.5440403,127.1358042
천호1동104,37.5439589,127.1357598
천호1동105,37.543797,127.135807
천호1동106,37.5436354,127.135888
천호1동107,37.5436456,127.1360463
천호1동108,37.5439354,127.1362467
천호1동109,37.5441054,127.1360863
천호1동594,37.5472708,127.1352237
천호1동595,37.5472455,127.1354503
천호1동597,37.5469669,127.1355554
천호1동598,37.5484862,127.1363188
천호1동599,37.5486407,127.1364981
천호1동600,37.5487776,127.1367341
천호1동601,37.5490853,127.1369117
천호1동602,37.5489972,127.1371843
천호1동603,37.5492225,127.137193
천호1동604,37.5493218,127.1372258
천호1동605,37.5494503,127.1375412
천호1동606,37.5492699,127.1375207
천호1동607,37.5489636,127.1375242
천호1동608,37.5488551,127.1374689
천호1동609,37.5487755,127.1376848
천호1동610,37.5489027,127.1378191
천호1동611,37.5492093,127.1378609
천호1동612,37.5494448,127.1380279
천호1동613,37.549617,127.1381618
천호1동614,37.549862,127.1383966
천호1동615,37.5501796,127.1387098
천호1동616,37.5499868,127.1382141
천호1동618,37.5500032,127.1379876
천호1동619,37.549786,127.1378542
천호1동620,37.5498845,127.1377739
천호1동621,37.5494581,127.1373714
천호1동622,37.5494197,127.1370549
천호1동623,37.5483032,127.1396367
천호1동624,37.5448664,127.1391217
천호1동625,37.5501631,127.1413922
천호2동038,37.5470517,127.1238189
천호2동039,37.5467626,127.1237092
천호2동040,37.5467792,127.1235166
천호2동041,37.5469136,127.1234132
천호2동042,37.5465429,127.1232477
천호2동043,37.5461525,127.1228562
천호2동044,37.5460388,127.1233102
천호2동045,37.5460933,127.1233662
천호1동126,37.543335,127.1367063
천호1동127,37.5432202,127.1370244
천호1동128,37.5435167,127.1369079
천호1동129,37.5437055,127.1368491
천호1동130,37.5437886,127.1371197
천호1동131,37.5439958,127.1371174
천호1동132,37.5442656,127.1370464
천호1동133,37.5443283,127.1369891
천호1동134,37.5445438,127.136896
천호1동135,37.5448403,127.1367682
천호1동136,37.5449661,127.1367214
천호1동137,37.545235,127.1365373
천호1동138,37.5452068,127.1363792
천호1동139,37.5450609,127.1361319
천호1동140,37.5448966,127.1358509
천호1동141,37.5452486,127.135926
천호1동142,37.5452187,127.1355303
천호1동143,37.5447149,127.1356493
천호1동144,37.5445918,127.1360581
천호1동145,37.5453702,127.1365357
천호1동146,37.5455404,127.136398
천호1동147,37.5457283,127.1362147
천호1동148,37.5458565,127.1365075
천호1동149,37.5459179,127.1362691
천호1동151,37.5459515,127.1359406
천호1동153,37.5454835,127.1360139
천호1동154,37.5455984,127.135707
천호1동155,37.5453639,127.1356757
천호1동157,37.5455332,127.1354135
천호1동158,37.5458849,127.1354547
천호1동159,37.5458686,127.1356926
천호1동160,37.5460493,127.1357584
천호1동162,37.5460795,127.1361881
천호1동163,37.5461816,127.1353721
천호1동675,37.54452083,127.13546
천호1동676,37.54640631,127.1353361
천호1동677,37.54512176,127.1378204
천호1동678,37.54580635,127.1360281
천호1동679,37.54451523,127.1383427
천호1동680,37.54494364,127.1360294
천호2동001,37.5485811,127.1234955
천호2동002,37.5485026,127.1238473
천호2동003,37.5484228,127.1240179
천호2동004,37.5483715,127.124392
천호2동005,37.5483017,127.1246984
천호2동006,37.5482579,127.1248686
천호2동007,37.5481712,127.1253223
천호2동008,37.5481274,127.1254926
천호2동009,37.547979,127.1261507
천호2동010,37.5479071,127.1261742
천호2동011,37.5477075,127.1259841
천호2동012,37.5474462,127.1259872
천호2동013,37.5475513,127.1255785
천호2동014,37.5477138,127.1256219
천호2동015,37.5479482,127.1256305
천호2동016,37.5475491,127.1252843
천호1동164,37.5462974,127.1351897
천호1동165,37.5464836,127.1347688
천호1동166,37.5465247,127.1354587
천호1동167,37.5463084,127.1354498
천호1동168,37.5463277,127.1356307
천호1동169,37.5464819,127.1357647
천호1동170,37.546249,127.1359598
천호1동171,37.5463935,127.1360034
천호1동172,37.5462963,127.1362648
천호1동173,37.5459423,127.1371402
천호1동174,37.5458689,127.13696
천호1동175,37.5456878,127.1368489
천호1동176,37.5454427,127.1365915
천호1동177,37.5451918,127.1367867
천호1동178,37.5450307,127.1369357
천호1동179,37.5449318,127.1369595
천호1동180,37.5449246,127.1372198
천호1동181,37.5449531,127.1374119
천호1동182,37.5450771,127.1371162
천호1동183,37.5452133,127.1372618
천호1동184,37.5453586,127.1374185
천호1동185,37.5451986,127.1377146
천호1동186,37.5457382,127.1375726
천호1동187,37.5458268,127.1373679
천호1동188,37.5457131,127.1378445
천호1동189,37.5456967,127.1380597
천호1동19,37.54592953,127.1366394
천호1동190,37.5456645,127.1385919
천호1동191,37.5455656,127.138627
천호1동192,37.5453633,127.1380635
천호1동193,37.5452297,127.1382801
천호1동194,37.5450843,127.138112
천호1동195,37.544984,127.1379434
천호1동196,37.5449375,127.1377516
천호1동197,37.5449277,127.1376385
천호1동198,37.5447108,127.1375505
천호1동199,37.5447799,127.1371423
천호1동200,37.544566,127.1374616
천호1동201,37.5444294,127.1372708
천호1동202,37.5445404,127.1376543
천호1동203,37.5444328,127.1377347
천호1동204,37.5442789,127.1376347
천호1동205,37.5441243,127.1374441
천호1동206,37.5439005,127.137639
천호1동207,37.5438273,127.1374927
천호1동208,37.5436815,127.1372681
천호1동209,37.5434121,127.1373844
천호1동210,37.5434853,127.1375419
천호1동211,37.5432862,127.1374198
천호1동212,37.5432972,127.1376912
천호1동213,37.5433537,127.1380301
천호2동025,37.5477409,127.1244107
천호2동026,37.5481274,127.1242817
천호2동027,37.5478285,127.1240702
천호2동028,37.5478809,127.1238432
천호2동029,37.5479593,127.1234801
천호2동030,37.54301411,127.1292479
천호2동031,37.5476881,127.1233588
천호2동032,37.5475706,127.1233149
천호2동033,37.5474618,127.1232257
천호2동034,37.5474,127.1233961
천호2동035,37.5473475,127.1236118
천호2동036,37.5473227,127.1239063
천호2동037,37.5475395,127.123983
암사2동110,37.5489546,127.1264788
암사2동111,37.5487559,127.1264133
암사2동112,37.5484114,127.1261343
암사2동113,37.5481691,127.1262617
암사2동114,37.5481659,127.1258317
암사2동115,37.5482923,127.1258641
암사2동117,37.5484992,127.1258164
암사2동118,37.5486347,127.1258601
암사2동121,37.5489418,127.1259697
암사2동122,37.5493031,127.12609
암사2동123,37.5495923,127.1261998
암사2동124,37.5497278,127.1262435
암사2동125,37.5500337,127.1261833
암사2동126,37.5498642,127.1264117
암사2동127,37.5501344,127.1263972
암사2동128,37.5501623,127.1265214
암사2동129,37.5500502,127.1259794
암사2동130,37.5498604,127.1259024
암사2동131,37.5496153,127.1256563
암사2동132,37.5502493,127.1260903
암사2동133,37.5501303,127.1258427
암사2동134,37.5502011,127.1256721
암사2동136,37.5505998,127.125973
암사2동138,37.5504521,127.1254994
암사2동139,37.5503163,127.1254105
암사2동140,37.5504404,127.1251374
암사2동141,37.5504132,127.1251151
암사2동142,37.5507469,127.1251452
암사2동143,37.5509552,127.1252898
암사2동144,37.5505919,127.124898
암사2동145,37.5506894,127.1246931
암사2동146,37.5508238,127.1245784
암사2동147,37.550932,127.1245998
암사2동148,37.551012,127.1244517
암사2동149,37.5507147,127.1244552
암사2동150,37.5508036,127.1242844
암사2동151,37.5504522,127.1242885
암사2동152,37.5501628,127.1241447
암사2동153,37.5501172,127.1240774
암사2동154,37.5500177,127.1240219
암사1동445,37.5508414,127.1330888
암사1동446,37.5509861,127.1331664
암사1동447,37.5513739,127.1332072
암사1동448,37.5515804,127.1331029
암사1동449,37.55136203,127.1331468
암사1동449(2),37.55131697,127.1331609
암사1동450,37.5511604,127.1335831
암사1동451,37.5511882,127.1336846
암사1동452,37.5510257,127.1336412
암사1동453,37.550773,127.1335876
암사1동454,37.5506015,127.1335443
암사1동455,37.5502849,127.1333895
암사1동456,37.5503043,127.1335704
암사1동458,37.5503253,127.1339775
암사1동459,37.550307,127.1339438
암사1동460,37.5501449,127.1339457
암사1동461,37.5498836,127.1339487
암사1동463,37.5495411,127.1339413
암사1동464,37.5491265,127.1339235
암사1동465,37.5490776,127.1334035
암사1동466,37.5489335,127.1334051
암사1동467,37.5493026,127.1333669
암사1동468,37.5495726,127.1333185
암사1동469,37.5491075,127.1337879
암사1동470,37.5488103,127.133814
암사1동471,37.5486926,127.1337361
암사1동473,37.5482683,127.1336278
암사1동474,37.54836,127.1338418
암사1동475,37.5483708,127.1340793
암사1동476,37.5481601,127.1336178
암사1동477,37.5479427,127.1334618
암사1동478,37.547964,127.133903
암사1동480,37.5477126,127.1340304
암사1동482,37.5476133,127.1339975
암사1동483,37.5478039,127.1341877
암사1동484,37.5479757,127.1342763
암사1동485,37.5480309,127.1344341
암사1동486,37.5479152,127.1346278
암사1동487,37.5482215,127.134613
