관리부서,관리번호,사용목적,소재지지번주소,데이터기준일자,위도,경도
서울특별시 금천구청 도로과,독산1동-1076,방범등,서울특별시 금천구 독산1동 151-05,2025-06-17,37.4726579,126.8964830
서울특별시 금천구청 도로과,독산1동-1077,방범등,서울특별시 금천구 독산1동 149-27,2025-06-17,37.4731029,126.8967695
서울특별시 금천구청 도로과,독산1동-1079,방범등,서울특별시 금천구 독산1동 149-34,2025-06-17,37.4732113,126.8963720
서울특별시 금천구청 도로과,독산1동-108,방범등,서울특별시 금천구 독산1동 143-21,2025-06-17,37.4773852,126.8965433
서울특별시 금천구청 도로과,독산1동-1080,방범등,"서울특별시 금천구 독산1동 149-59,60",2025-06-17,37.4734278,126.8964561
서울특별시 금천구청 도로과,독산1동-1081,방범등,서울특별시 금천구 독산1동 149-35,2025-06-17,37.4734101,126.8962215
서울특별시 금천구청 도로과,독산1동-1082,방범등,서울특별시 금천구 독산1동 149-66,2025-06-17,37.4737370,126.8962196
서울특별시 금천구청 도로과,독산1동-1083,방범등,서울특별시 금천구 독산1동 149-37,2025-06-17,37.4737335,126.8959687
서울특별시 금천구청 도로과,독산1동-1084,방범등,"서울특별시 금천구 독산1동 147-2
(149-31월편)",2025-06-17,37.4746508,126.8956162
서울특별시 금천구청 도로과,독산1동-1085,방범등,서울특별시 금천구 독산1동 149-20,2025-06-17,37.4739424,126.8965177
서울특별시 금천구청 도로과,독산1동-1086,방범등,서울특별시 금천구 독산1동 149-30,2025-06-17,37.4736523,126.8962844
서울특별시 금천구청 도로과,독산1동-1087,방범등,서울특별시 금천구 독산1동 149-15,2025-06-17,37.4737063,126.8967251
서울특별시 금천구청 도로과,독산1동-1088,방범등,서울특별시 금천구 독산1동 149-16,2025-06-17,37.4735803,126.8967453
서울특별시 금천구청 도로과,독산1동-1089,방범등,서울특별시 금천구 독산1동 147-2,2025-06-17,37.4746508,126.8956162
서울특별시 금천구청 도로과,독산1동-109,방범등,서울특별시 금천구 독산1동 143-21,2025-06-17,37.4773852,126.8965433
서울특별시 금천구청 도로과,독산1동-1090,방범등,서울특별시 금천구 독산1동 147-14,2025-06-17,37.4745082,126.8971151
서울특별시 금천구청 도로과,독산1동-1091,방범등,서울특별시 금천구 독산1동 149-03,2025-06-17,37.4743030,126.8971698
서울특별시 금천구청 도로과,독산1동-1092,방범등,서울특별시 금천구 독산1동 149-4,2025-06-17,37.4741752,126.8971481
서울특별시 금천구청 도로과,독산1동-1093,방범등,서울특별시 금천구 독산1동 149-43,2025-06-17,37.4740429,126.8971339
서울특별시 금천구청 도로과,독산1동-1094,방범등,서울특별시 금천구 독산1동 149-05,2025-06-17,37.4739111,126.8971197
서울특별시 금천구청 도로과,독산1동-1095,방범등,서울특별시 금천구 독산1동 149-6,2025-06-17,37.4737480,126.8971310
서울특별시 금천구청 도로과,독산1동-1096,방범등,서울특별시 금천구 독산1동 149-06,2025-06-17,37.4737480,126.8971310
서울특별시 금천구청 도로과,독산1동-1097,방범등,서울특별시 금천구 독산1동 149-07,2025-06-17,37.4736040,126.8970735
서울특별시 금천구청 도로과,독산1동-1098,방범등,서울특별시 금천구 독산1동 149-52,2025-06-17,37.4733656,126.8970722
서울특별시 금천구청 도로과,독산1동-1099,방범등,서울특별시 금천구 독산1동 149-54,2025-06-17,37.4731728,126.8970492
서울특별시 금천구청 도로과,독산1동-201,방범등,서울특별시 금천구 독산1동 289-06,2025-06-17,37.4700941,126.8972805
서울특별시 금천구청 도로과,독산1동-2010,방범등,서울특별시 금천구 독산1동 296-24,2025-06-17,37.4712067,126.8962723
서울특별시 금천구청 도로과,독산1동-20100,방범등,서울특별시 금천구 독산1동 302-18,2025-06-17,37.4721587,126.8926534
서울특별시 금천구청 도로과,독산1동-20101,방범등,서울특별시 금천구 독산1동 299-34,2025-06-17,37.4704419,126.8938892
서울특별시 금천구청 도로과,독산1동-20102,방범등,서울특별시 금천구 독산1동 299-35,2025-06-17,37.4707481,126.8940935
서울특별시 금천구청 도로과,독산1동-20103,방범등,서울특별시 금천구 독산1동 301-11,2025-06-17,37.4709228,126.8933689
서울특별시 금천구청 도로과,독산1동-20104,방범등,서울특별시 금천구 독산1동 301-2,2025-06-17,37.4718529,126.8935642
서울특별시 금천구청 도로과,독산1동-20105,방범등,서울특별시 금천구 독산1동 299-2,2025-06-17,37.4721880,126.8947058
서울특별시 금천구청 도로과,독산1동-20106,방범등,서울특별시 금천구 독산1동 299-53,2025-06-17,37.4709252,126.8948002
서울특별시 금천구청 도로과,독산1동-20107,방범등,서울특별시 금천구 독산1동 299-34,2025-06-17,37.4704419,126.8938892
서울특별시 금천구청 도로과,독산1동-20108,방범등,서울특별시 금천구 독산1동 334-8,2025-06-17,37.4707981,126.8904959
서울특별시 금천구청 도로과,독산1동-20109,방범등,서울특별시 금천구 독산1동 334-9,2025-06-17,37.4706380,126.8904794
서울특별시 금천구청 도로과,독산1동-2011,방범등,서울특별시 금천구 독산1동 296-35,2025-06-17,37.4713907,126.8960416
서울특별시 금천구청 도로과,독산1동-20110,방범등,서울특별시 금천구 독산1동 297-26,2025-06-17,37.4727801,126.8952462
서울특별시 금천구청 도로과,독산1동-20111,방범등,서울특별시 금천구 독산1동 299-29,2025-06-17,37.4711921,126.8945354
서울특별시 금천구청 도로과,독산1동-20112,방범등,서울특별시 금천구 독산1동 336-34,2025-06-17,37.4711732,126.8882915
서울특별시 금천구청 도로과,독산1동-20113,방범등,서울특별시 금천구 독산1동 288-10,2025-06-17,37.4708503,126.8971850
서울특별시 금천구청 도로과,독산1동-20114,방범등,서울특별시 금천구 독산1동 296-14,2025-06-17,37.4716092,126.8963938
서울특별시 금천구청 도로과,독산1동-20115,방범등,서울특별시 금천구 독산1동 295-3,2025-06-17,37.4716860,126.8951108
서울특별시 금천구청 도로과,독산1동-20116,방범등,서울특별시 금천구 독산1동 298-1,2025-06-17,37.4730982,126.8941627
서울특별시 금천구청 도로과,독산1동-20117,방범등,서울특별시 금천구 독산1동 298-18,2025-06-17,37.4727185,126.8944686
서울특별시 금천구청 도로과,독산1동-20118,방범등,서울특별시 금천구 독산1동 296-20,2025-06-17,37.4709814,126.8966546
서울특별시 금천구청 도로과,독산1동-20119,방범등,서울특별시 금천구 독산1동 336-31,2025-06-17,37.4708189,126.8880235
서울특별시 금천구청 도로과,독산1동-20120,방범등,서울특별시 금천구 독산1동 336-5,2025-06-17,37.4708815,126.8889760
서울특별시 금천구청 도로과,독산1동-20121,방범등,서울특별시 금천구 독산1동 336-23월편,2025-06-17,37.4718560,126.8874345
서울특별시 금천구청 도로과,독산1동-20122,방범등,서울특별시 금천구 독산1동 336-28월편,2025-06-17,37.4712832,126.8878356
서울특별시 금천구청 도로과,독산1동-20123,방범등,서울특별시 금천구 독산1동 336-30월편,2025-06-17,37.4708321,126.8878359
서울특별시 금천구청 도로과,독산1동-20124,방범등,서울특별시 금천구 독산1동 296-28,2025-06-17,37.4714015,126.8963911
서울특별시 금천구청 도로과,독산1동-20125,방범등,서울특별시 금천구 독산1동 303-8,2025-06-17,37.4712065,126.8905841
서울특별시 금천구청 도로과,독산1동-20126,방범등,서울특별시 금천구 독산1동 302-24,2025-06-17,37.4714854,126.8924267
서울특별시 금천구청 도로과,독산1동-2013,방범등,서울특별시 금천구 독산1동 296-28,2025-06-17,37.4714015,126.8963911
서울특별시 금천구청 도로과,독산1동-2014,방범등,서울특별시 금천구 독산1동 295-05,2025-06-17,37.4714700,126.8954393
서울특별시 금천구청 도로과,독산1동-2015,방범등,서울특별시 금천구 독산1동 295-28,2025-06-17,37.4717167,126.8952841
서울특별시 금천구청 도로과,독산1동-2016,방범등,서울특별시 금천구 독산1동 296-40,2025-06-17,37.4718371,126.8956629
서울특별시 금천구청 도로과,독산1동-2017,방범등,서울특별시 금천구 독산1동 296-07,2025-06-17,37.4719431,126.8954921
서울특별시 금천구청 도로과,독산1동-202,방범등,서울특별시 금천구 독산1동 289-05,2025-06-17,37.4702283,126.8970565
서울특별시 금천구청 도로과,독산1동-2020,방범등,서울특별시 금천구 독산1동 296-01,2025-06-17,37.4724218,126.8954571
서울특별시 금천구청 도로과,독산1동-2021,방범등,서울특별시 금천구 독산1동 298-09,2025-06-17,37.4724261,126.8946660
서울특별시 금천구청 도로과,독산1동-2022,방범등,서울특별시 금천구 독산1동 298-25,2025-06-17,37.4725773,126.8945565
서울특별시 금천구청 도로과,독산1동-2023,방범등,서울특별시 금천구 독산1동 298-01,2025-06-17,37.4730982,126.8941627
서울특별시 금천구청 도로과,독산1동-2024,방범등,서울특별시 금천구 독산1동 298-01,2025-06-17,37.4730982,126.8941627
서울특별시 금천구청 도로과,독산1동-2025,방범등,서울특별시 금천구 독산1동 1009-43,2025-06-17,37.4648482,126.8965222
서울특별시 금천구청 도로과,독산1동-203,방범등,서울특별시 금천구 독산1동 289-05,2025-06-17,37.4702283,126.8970565
서울특별시 금천구청 도로과,독산1동-2030,방범등,서울특별시 금천구 독산1동 297-19,2025-06-17,37.4735110,126.8942511
서울특별시 금천구청 도로과,독산1동-2031,방범등,서울특별시 금천구 독산1동 297-19,2025-06-17,37.4735110,126.8942511
서울특별시 금천구청 도로과,독산1동-2032,방범등,서울특별시 금천구 독산1동 299-4,2025-06-17,37.4719858,126.8948513
서울특별시 금천구청 도로과,독산1동-2033,방범등,서울특별시 금천구 독산1동 295-19(299-14건너),2025-06-17,37.4714416,126.8951474
서울특별시 금천구청 도로과,독산1동-2034,방범등,서울특별시 금천구 독산1동 299-14,2025-06-17,37.4715235,126.8948366
서울특별시 금천구청 도로과,독산1동-2035,방범등,서울특별시 금천구 독산1동 299-20,2025-06-17,37.4713587,126.8947013
서울특별시 금천구청 도로과,독산1동-2036,방범등,서울특별시 금천구 독산1동 299-26,2025-06-17,37.4713055,126.8948271
서울특별시 금천구청 도로과,독산1동-2037,방범등,"서울특별시 금천구 독산1동 295-19
(299-26맞은편)",2025-06-17,37.4714416,126.8951474
서울특별시 금천구청 도로과,독산1동-2038,방범등,서울특별시 금천구 독산1동 299-30,2025-06-17,37.4710941,126.8945455
서울특별시 금천구청 도로과,독산1동-2039,방범등,서울특별시 금천구 독산1동 299-53,2025-06-17,37.4709252,126.8948002
서울특별시 금천구청 도로과,독산1동-204,방범등,서울특별시 금천구 독산1동 289-03,2025-06-17,37.4703314,126.8968824
서울특별시 금천구청 도로과,독산1동-2040,방범등,서울특별시 금천구 독산1동 299-31,2025-06-17,37.4706699,126.8946410
서울특별시 금천구청 도로과,독산1동-2041,방범등,서울특별시 금천구 독산1동 298-9,2025-06-17,37.4724261,126.8946660
서울특별시 금천구청 도로과,독산1동-2042,방범등,서울특별시 금천구 독산1동 299-2,2025-06-17,37.4721880,126.8947058
서울특별시 금천구청 도로과,독산1동-2043,방범등,서울특별시 금천구 독산1동 298-17,2025-06-17,37.4723984,126.8943715
서울특별시 금천구청 도로과,독산1동-2044,방범등,서울특별시 금천구 독산1동 299-40,2025-06-17,37.4719914,126.8943805
서울특별시 금천구청 도로과,독산1동-2045,방범등,서울특별시 금천구 독산1동 298-10,2025-06-17,37.4723906,126.8941125
서울특별시 금천구청 도로과,독산1동-2046,방범등,서울특별시 금천구 독산1동 301-02,2025-06-17,37.4718529,126.8935642
서울특별시 금천구청 도로과,독산1동-2047,방범등,서울특별시 금천구 독산1동 1139,2025-06-17,37.4712583,126.8941334
서울특별시 금천구청 도로과,독산1동-2048,방범등,서울특별시 금천구 독산1동 1139,2025-06-17,37.4712583,126.8941334
서울특별시 금천구청 도로과,독산1동-2049,방범등,서울특별시 금천구 독산1동 1139,2025-06-17,37.4712583,126.8941334
서울특별시 금천구청 도로과,독산1동-205,방범등,서울특별시 금천구 독산1동 296-23,2025-06-17,37.4709804,126.8965003
서울특별시 금천구청 도로과,독산1동-2050,방범등,서울특별시 금천구 독산1동 1139,2025-06-17,37.4712583,126.8941334
서울특별시 금천구청 도로과,독산1동-2051,방범등,서울특별시 금천구 독산1동 301-20,2025-06-17,37.4707324,126.8934667
서울특별시 금천구청 도로과,독산1동-2052,방범등,서울특별시 금천구 독산1동 301-20,2025-06-17,37.4707324,126.8934667
서울특별시 금천구청 도로과,독산1동-2053,방범등,서울특별시 금천구 독산1동 302-03,2025-06-17,37.4718456,126.8925573
서울특별시 금천구청 도로과,독산1동-2054,방범등,서울특별시 금천구 독산1동 302-04,2025-06-17,37.4716900,126.8925480
서울특별시 금천구청 도로과,독산1동-2055,방범등,서울특별시 금천구 독산1동 302-07,2025-06-17,37.4711237,126.8924067
서울특별시 금천구청 도로과,독산1동-2056,방범등,서울특별시 금천구 독산1동 302-07,2025-06-17,37.4711237,126.8924067
서울특별시 금천구청 도로과,독산1동-2057,방범등,서울특별시 금천구 독산1동 302-07,2025-06-17,37.4711237,126.8924067
서울특별시 금천구청 도로과,독산1동-2058,방범등,서울특별시 금천구 독산1동 302-09,2025-06-17,37.4707083,126.8924263
서울특별시 금천구청 도로과,독산1동-2059,방범등,서울특별시 금천구 독산1동 302-09,2025-06-17,37.4707083,126.8924263
서울특별시 금천구청 도로과,독산1동-206,방범등,서울특별시 금천구 독산1동 288-10,2025-06-17,37.4708503,126.8971850
서울특별시 금천구청 도로과,독산1동-2060,방범등,서울특별시 금천구 독산1동 302-15,2025-06-17,37.4708621,126.8919334
서울특별시 금천구청 도로과,독산1동-2061,방범등,서울특별시 금천구 독산1동 302-14,2025-06-17,37.4710176,126.8919430
서울특별시 금천구청 도로과,독산1동-2062,방범등,서울특별시 금천구 독산1동 302-11,2025-06-17,37.4711740,126.8919497
서울특별시 금천구청 도로과,독산1동-2063,방범등,서울특별시 금천구 독산1동 302-06,2025-06-17,37.4714601,126.8919659
서울특별시 금천구청 도로과,독산1동-2064,방범등,서울특별시 금천구 독산1동 302-05,2025-06-17,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-2065,방범등,서울특별시 금천구 독산1동 302-05,2025-06-17,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-2066,방범등,서울특별시 금천구 독산1동 302-05,2025-06-17,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-2067,방범등,서울특별시 금천구 독산1동 302-23,2025-06-17,37.4721606,126.8920910
서울특별시 금천구청 도로과,독산1동-2067,방범등,서울특별시 금천구 독산1동 302-5,,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-2067,방범등,서울특별시 금천구 독산1동 302-5,2025-06-17,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-2068,방범등,서울특별시 금천구 독산1동 302-21,2025-06-17,37.4721658,126.8919262
서울특별시 금천구청 도로과,독산1동-2069,방범등,서울특별시 금천구 독산1동 302-5,2025-06-17,37.4718615,126.8920963
서울특별시 금천구청 도로과,독산1동-207,방범등,서울특별시 금천구 독산1동 288-10,2025-06-17,37.4708503,126.8971850
서울특별시 금천구청 도로과,독산1동-2070,방범등,서울특별시 금천구 독산1동 303-12,2025-06-17,37.4721748,126.8909265
서울특별시 금천구청 도로과,독산1동-2072,방범등,서울특별시 금천구 독산1동 303-04,2025-06-17,37.4716529,126.8907386
서울특별시 금천구청 도로과,독산1동-2073,방범등,서울특별시 금천구 독산1동 335-03,2025-06-17,37.4716844,126.8902247
서울특별시 금천구청 도로과,독산1동-2074,방범등,서울특별시 금천구 독산1동 303-07,2025-06-17,37.4713508,126.8905988
서울특별시 금천구청 도로과,독산1동-2075,방범등,서울특별시 금천구 독산1동 303-07,2025-06-17,37.4713508,126.8905988
서울특별시 금천구청 도로과,독산1동-2076,방범등,서울특별시 금천구 독산1동 303-08,2025-06-17,37.4712065,126.8905841
서울특별시 금천구청 도로과,독산1동-2077,방범등,서울특별시 금천구 독산1동 303-8,2025-06-17,37.4712065,126.8905841
서울특별시 금천구청 도로과,독산1동-2078,방범등,서울특별시 금천구 독산1동 303-06,2025-06-17,37.4712816,126.8908893
서울특별시 금천구청 도로과,독산1동-2079,방범등,서울특별시 금천구 독산1동 334-07,2025-06-17,37.4709771,126.8904361
서울특별시 금천구청 도로과,독산1동-208,방범등,서울특별시 금천구 독산1동 296-16,2025-06-17,37.4713083,126.8968347
서울특별시 금천구청 도로과,독산1동-2080,방범등,서울특별시 금천구 독산1동 334-08,2025-06-17,37.4707981,126.8904959
서울특별시 금천구청 도로과,독산1동-2082,방범등,서울특별시 금천구 독산1동 335-04,2025-06-17,37.4718265,126.8899502
서울특별시 금천구청 도로과,독산1동-2083,방범등,서울특별시 금천구 독산1동 335-04,2025-06-17,37.4718265,126.8899502
서울특별시 금천구청 도로과,독산1동-2084,방범등,서울특별시 금천구 독산1동 335-04,2025-06-17,37.4718265,126.8899502
서울특별시 금천구청 도로과,독산1동-2085,방범등,서울특별시 금천구 독산1동 335-14,2025-06-17,37.4718598,126.8894682
서울특별시 금천구청 도로과,독산1동-2086,방범등,서울특별시 금천구 독산1동 335-14,2025-06-17,37.4718598,126.8894682
서울특별시 금천구청 도로과,독산1동-2087,방범등,서울특별시 금천구 독산1동 336-01,2025-06-17,37.4718613,126.8890332
서울특별시 금천구청 도로과,독산1동-2088,방범등,서울특별시 금천구 독산1동 336-02,2025-06-17,37.4717376,126.8890270
서울특별시 금천구청 도로과,독산1동-2089,방범등,서울특별시 금천구 독산1동 336-24 ,2025-06-17,37.4713848,126.8890079
서울특별시 금천구청 도로과,독산1동-209,방범등,서울특별시 금천구 독산1동 296-24,2025-06-17,37.4712067,126.8962723
서울특별시 금천구청 도로과,독산1동-2090,방범등,서울특별시 금천구 독산1동 336-24,2025-06-17,37.4713848,126.8890079
서울특별시 금천구청 도로과,독산1동-2091,방범등,서울특별시 금천구 독산1동 336-05,2025-06-17,37.4708815,126.8889760
서울특별시 금천구청 도로과,독산1동-2093,방범등,서울특별시 금천구 독산1동 336-13,2025-06-17,37.4717211,126.8880218
서울특별시 금천구청 도로과,독산1동-2094,방범등,서울특별시 금천구 독산1동 336-20,2025-06-17,37.4718356,126.8877080
서울특별시 금천구청 도로과,독산1동-2095,방범등,서울특별시 금천구 독산1동 336-23,2025-06-17,37.4718560,126.8874345
서울특별시 금천구청 도로과,독산1동-2096,방범등,서울특별시 금천구 독산1동 296-27,2025-06-17,37.4713087,126.8964737
서울특별시 금천구청 도로과,독산1동-2097,방범등,서울특별시 금천구 독산1동 296-14,2025-06-17,37.4716092,126.8963938
서울특별시 금천구청 도로과,독산1동-2098,방범등,서울특별시 금천구 독산1동 299-3,2025-06-17,37.4720741,126.8948526
서울특별시 금천구청 도로과,독산1동-2099,방범등,서울특별시 금천구 독산1동 301-04,2025-06-17,37.4716957,126.8935542
서울특별시 금천구청 도로과,독산1동-301,방범등,서울특별시 금천구 독산1동 998-10,2025-06-17,37.4702327,126.8899717
서울특별시 금천구청 도로과,독산1동-3010,방범등,서울특별시 금천구 독산1동 999-03,2025-06-17,37.4690502,126.8898719
서울특별시 금천구청 도로과,독산1동-30100,방범등,서울특별시 금천구 독산1동 300-21,2025-06-17,37.4684720,126.8944333
서울특별시 금천구청 도로과,독산1동-30101,방범등,서울특별시 금천구 독산1동 300-21,2025-06-17,37.4684720,126.8944333
서울특별시 금천구청 도로과,독산1동-30105,방범등,서울특별시 금천구 독산1동 331-01 (진도20차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30106,방범등,서울특별시 금천구 독산1동 293-9,2025-06-17,37.4677636,126.8956950
서울특별시 금천구청 도로과,독산1동-30107,방범등,서울특별시 금천구 독산1동 293-8,2025-06-17,37.4675908,126.8957741
서울특별시 금천구청 도로과,독산1동-30108,방범등,서울특별시 금천구 독산1동 293-4,2025-06-17,37.4674382,126.8960608
서울특별시 금천구청 도로과,독산1동-30109,방범등,서울특별시 금천구 독산1동 293-7,2025-06-17,37.4671651,126.8959788
서울특별시 금천구청 도로과,독산1동-3011,방범등,서울특별시 금천구 독산1동 999-03,2025-06-17,37.4690502,126.8898719
서울특별시 금천구청 도로과,독산1동-30110,방범등,서울특별시 금천구 독산1동 293-17,2025-06-17,37.4669923,126.8955343
서울특별시 금천구청 도로과,독산1동-30111,방범등,서울특별시 금천구 독산1동 293-6,2025-06-17,37.4668171,126.8961310
서울특별시 금천구청 도로과,독산1동-30114,방범등,서울특별시 금천구 독산1동 292-21,2025-06-17,37.4677077,126.8965607
서울특별시 금천구청 도로과,독산1동-30115,방범등,서울특별시 금천구 독산1동 292-21,2025-06-17,37.4677077,126.8965607
서울특별시 금천구청 도로과,독산1동-30116,방범등,서울특별시 금천구 독산1동 292-11 ,2025-06-17,37.4670442,126.8968476
서울특별시 금천구청 도로과,독산1동-30117,방범등,서울특별시 금천구 독산1동 292-11 ,2025-06-17,37.4670442,126.8968476
서울특별시 금천구청 도로과,독산1동-30118,방범등,서울특별시 금천구 독산1동 331-01 (진도31차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30119,방범등,서울특별시 금천구 독산1동 331-01 (진도32차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-3012,방범등,서울특별시 금천구 독산1동 999-09,2025-06-17,37.4685777,126.8900372
서울특별시 금천구청 도로과,독산1동-30120,방범등,서울특별시 금천구 독산1동 331-01 (진도33차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30121,방범등,서울특별시 금천구 독산1동 300-25,2025-06-17,37.4699887,126.8945095
서울특별시 금천구청 도로과,독산1동-30123,방범등,서울특별시 금천구 독산1동 331-01 (진도35차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30124,방범등,서울특별시 금천구 독산1동 331-01 (진도36차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30125,방범등,서울특별시 금천구 독산1동 331-01 (진도37차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30127,방범등,서울특별시 금천구 독산1동 331-01 (진도38차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30128,방범등,서울특별시 금천구 독산1동 293-24,2025-06-17,37.4669989,126.8949107
서울특별시 금천구청 도로과,독산1동-30129,방범등,서울특별시 금천구 독산1동 300-28,2025-06-17,37.4693615,126.8946919
서울특별시 금천구청 도로과,독산1동-3013,방범등,서울특별시 금천구 독산1동 999-14,2025-06-17,37.4680412,126.8902105
서울특별시 금천구청 도로과,독산1동-30130,방범등,서울특별시 금천구 독산1동 331-01 (진도41차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30131,방범등,서울특별시 금천구 독산1동 331-01 (진도42차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30132,방범등,서울특별시 금천구 독산1동 331-01 (진도43차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30134,방범등,서울특별시 금천구 독산1동 331-01 (진도44차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30135,방범등,서울특별시 금천구 독산1동 331-01 (진도45차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30136,방범등,서울특별시 금천구 독산1동 331-01 (진도46차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30137,방범등,서울특별시 금천구 독산1동 331-01 (진도47차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-3014,방범등,서울특별시 금천구 독산1동 1000-16,2025-06-17,37.4680001,126.8896784
서울특별시 금천구청 도로과,독산1동-30140,방범등,서울특별시 금천구 독산1동 331-01 (진도48차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30141,방범등,서울특별시 금천구 독산1동 300-21,2025-06-17,37.4684720,126.8944333
서울특별시 금천구청 도로과,독산1동-30144,방범등,서울특별시 금천구 독산1동 300-30,2025-06-17,37.4694354,126.8943720
서울특별시 금천구청 도로과,독산1동-30145,방범등,서울특별시 금천구 독산1동 331-01 (진도51차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30146,방범등,서울특별시 금천구 독산1동 331-01 (진도52차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30147,방범등,서울특별시 금천구 독산1동 331-01 (진도53차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30148,방범등,서울특별시 금천구 독산1동 331-01 (진도54차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30149,방범등,서울특별시 금천구 독산1동 331-01 (진도55차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-3015,방범등,서울특별시 금천구 독산1동 1000-16,2025-06-17,37.4680001,126.8896784
서울특별시 금천구청 도로과,독산1동-30150,방범등,서울특별시 금천구 독산1동 331-01 (진도56차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30152,방범등,서울특별시 금천구 독산1동 331-01 (진도57차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30153,방범등,서울특별시 금천구 독산1동 331-34,2025-06-17,37.4672377,126.8938459
서울특별시 금천구청 도로과,독산1동-30154,방범등,서울특별시 금천구 독산1동 331-01 (진도59차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30155,방범등,서울특별시 금천구 독산1동 331-01 (진도60차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30156,방범등,서울특별시 금천구 독산1동 331-01 (진도61차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30157,방범등,서울특별시 금천구 독산1동 331-01 (진도62차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30158,방범등,서울특별시 금천구 독산1동 331-01 (진도63차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30159,방범등,서울특별시 금천구 독산1동 331-01 (진도64차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-3016,방범등,서울특별시 금천구 독산1동 1002-00,2025-06-17,37.4677959,126.8907141
서울특별시 금천구청 도로과,독산1동-30160,방범등,서울특별시 금천구 독산1동 331-01 (진도65차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30161,방범등,서울특별시 금천구 독산1동 331-01 (진도66차A-),2025-06-17,37.4680050,126.8938082
서울특별시 금천구청 도로과,독산1동-30162,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30163,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30164,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30165,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30166,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30167,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30168,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-30169,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
서울특별시 금천구청 도로과,독산1동-3017,방범등,서울특별시 금천구 독산1동 999-14,2025-06-17,37.4680412,126.8902105
서울특별시 금천구청 도로과,독산1동-30170,방범등,서울특별시 금천구 독산1동 291-1,2025-06-17,37.4690203,126.8956034
